scientific_name,taken_from,grade,corroborating_sources,mass_from,origin
Lagostrophus fasciatus,amniote,B,pantheria,amniote,unrecorded
Lagothrix cana,amniote,B,,amniote,unrecorded
Lagothrix lagothricha,anage,B,,anage,captive
Lagothrix lagotricha,amniote,B,pantheria,amniote,unrecorded
Lagothrix lugens,amniote,B,,amniote,unrecorded
Lagothrix poeppigii,amniote,B,,amniote,unrecorded
Lagurus lagurus,anage,B,amniote,anage,captive
Lama glama,seed,B,amniote;anage;pantheria,seed,captive
Lama guanicoe,anage,A,,anage,captive
Lariscus insignis,amniote,B,,amniote,unrecorded
Lariscus niobe,amniote,B,,amniote,unrecorded
Lariscus obscurus,amniote,B,,amniote,unrecorded
Lasionycteris noctivagans,anage,B,amniote;pantheria,anage,wild
Lasiopodomys brandtii,anage,B,amniote,anage,captive
Lasiorhinus krefftii,anage,B,amniote;pantheria,anage,captive
Lasiorhinus latifrons,anage,B,amniote;pantheria,anage,captive
Lasiurus blossevillii,amniote,B,,amniote,unrecorded
Lasiurus borealis,amniote,B,,amniote,unrecorded
Lasiurus cinereus,anage,B,amniote;pantheria,anage,wild
Lasiurus degelidus,amniote,B,,amniote,unrecorded
Lasiurus minor,amniote,B,,amniote,unrecorded
Lasiurus pfeifferi,amniote,B,,amniote,unrecorded
Lasiurus salinae,amniote,B,,amniote,unrecorded
Lasiurus seminolus,amniote,B,,amniote,unrecorded
Lasiurus varius,amniote,B,,amniote,unrecorded
Leggadina forresti,amniote,B,,amniote,unrecorded
Lemmus amurensis,amniote,B,,amniote,unrecorded
Lemmus lemmus,anage,B,amniote;pantheria,anage,captive
Lemmus portenkoi,amniote,B,,amniote,unrecorded
Lemmus sibiricus,amniote,B,,amniote,unrecorded
Lemmus trimucronatus,amniote,B,,amniote,unrecorded
Lemniscomys barbarus,anage,B,amniote,anage,captive
Lemniscomys striatus,anage,B,amniote;pantheria,anage,captive
Lemniscomys zebra,amniote,B,,amniote,unrecorded
Lemur catta,seed,B,amniote;anage;pantheria,seed,wild+captive
Lenothrix canus,amniote,B,pantheria,amniote,unrecorded
Leontocebus fuscicollis,anage,B,,anage,captive
Leontocebus nigricollis,anage,B,,anage,captive
Leontopithecus caissara,amniote,B,,amniote,unrecorded
Leontopithecus chrysomelas,anage,B,amniote,anage,captive
Leontopithecus chrysopygus,anage,C,amniote,anage,captive
Leontopithecus rosalia,anage,A,amniote;pantheria,anage,captive
Leopardus braccatus,amniote,B,,amniote,unrecorded
Leopardus colocolo,anage,B,amniote,anage,captive
Leopardus geoffroyi,anage,B,amniote,anage,captive
Leopardus pardalis,anage,B,amniote;pantheria,anage,captive
Leopardus tigrinus,anage,B,amniote,anage,captive
Leopardus wiedii,anage,B,amniote;pantheria,anage,captive
Leopoldamys ciliatus,amniote,B,,amniote,unrecorded
Leopoldamys edwardsi,amniote,B,,amniote,unrecorded
Leopoldamys milleti,amniote,B,,amniote,unrecorded
Leopoldamys sabanus,amniote,B,pantheria,amniote,unrecorded
Lepilemur ankaranensis,amniote,B,,amniote,unrecorded
Lepilemur dorsalis,amniote,B,,amniote,unrecorded
Lepilemur edwardsi,amniote,B,,amniote,unrecorded
Lepilemur leucopus,amniote,B,pantheria,amniote,unrecorded
Lepilemur microdon,amniote,B,,amniote,unrecorded
Lepilemur mustelinus,amniote,B,pantheria,amniote,unrecorded
Lepilemur ruficaudatus,amniote,B,,amniote,unrecorded
Lepilemur septentrionalis,amniote,B,,amniote,unrecorded
Leporillus conditor,anage,B,amniote,anage,captive
Leptailurus serval,anage,A,amniote;pantheria,anage,captive
Leptonychotes weddellii,amniote,B,pantheria,amniote,unrecorded
Leptonycteris curasoae,anage,B,amniote,anage,wild
Leptonycteris nivalis,amniote,B,,amniote,unrecorded
Leptonycteris yerbabuenae,amniote,B,pantheria,amniote,unrecorded
Lepus americanus,amniote,B,pantheria,amniote,unrecorded
Lepus arcticus,amniote,B,pantheria,amniote,unrecorded
Lepus brachyurus,anage,B,amniote,anage,captive
Lepus californicus,anage,B,amniote;pantheria,anage,captive
Lepus callotis,amniote,B,,amniote,unrecorded
Lepus capensis,amniote,B,,amniote,unrecorded
Lepus corsicanus,amniote,B,,amniote,unrecorded
Lepus europaeus,seed,B,amniote;anage;pantheria,seed,wild+captive
Lepus flavigularis,amniote,B,,amniote,unrecorded
Lepus granatensis,amniote,B,,amniote,unrecorded
Lepus habessinicus,amniote,B,,amniote,unrecorded
Lepus mandshuricus,amniote,B,,amniote,unrecorded
Lepus microtis,amniote,B,,amniote,unrecorded
Lepus nigricollis,amniote,B,,amniote,unrecorded
Lepus othus,amniote,B,,amniote,unrecorded
Lepus saxatilis,amniote,B,,amniote,unrecorded
Lepus starcki,amniote,B,,amniote,unrecorded
Lepus tibetanus,amniote,B,,amniote,unrecorded
Lepus timidus,anage,B,amniote,anage,wild
Lepus tolai,amniote,B,,amniote,unrecorded
Lepus townsendii,amniote,B,pantheria,amniote,unrecorded
Lestodelphys halli,amniote,B,,amniote,unrecorded
Liberiictis kuhni,amniote,B,,amniote,unrecorded
Liomys adspersus,amniote,B,pantheria,amniote,unrecorded
Lipotes vexillifer,anage,C,amniote,anage,captive
Lissodelphis borealis,amniote,B,,amniote,unrecorded
Lissonycteris angolensis,amniote,B,,amniote,unrecorded
Litocranius walleri,anage,B,amniote;pantheria,anage,captive
Lobodon carcinophaga,amniote,B,pantheria,amniote,unrecorded
Lontra canadensis,anage,B,amniote;pantheria,anage,captive
Lontra felina,amniote,B,,amniote,unrecorded
Lontra longicaudis,amniote,B,,amniote,unrecorded
Lophiomys imhausi,anage,B,amniote;pantheria,anage,captive
Lophocebus albigena,anage,B,amniote;pantheria,anage,captive
Lophocebus aterrimus,amniote,B,pantheria,amniote,unrecorded
Lophocebus opdenboschi,amniote,B,,amniote,unrecorded
Lophuromys ansorgei,amniote,B,,amniote,unrecorded
Lophuromys aquilus,amniote,B,,amniote,unrecorded
Lophuromys brevicaudus,amniote,B,,amniote,unrecorded
Lophuromys brunneus,amniote,B,,amniote,unrecorded
Lophuromys chrysopus,amniote,B,,amniote,unrecorded
Lophuromys eisentrauti,amniote,B,,amniote,unrecorded
Lophuromys flavopunctatus,amniote,B,,amniote,unrecorded
Lophuromys nudicaudus,amniote,B,,amniote,unrecorded
Lophuromys sikapusi,amniote,B,,amniote,unrecorded
Lophuromys zena,amniote,B,,amniote,unrecorded
Loris lydekkerianus,amniote,B,,amniote,unrecorded
Loris tardigradus,anage,B,amniote;pantheria,anage,captive
Loxodonta africana,seed,A,amniote;anage;pantheria,seed,wild+captive
Loxodonta cyclotis,amniote,B,,amniote,unrecorded
Lutra lutra,anage,B,amniote;pantheria,anage,captive
Lutra nippon,amniote,B,,amniote,unrecorded
Lutreolina crassicaudata,anage,B,amniote;pantheria,anage,captive
Lutrogale perspicillata,amniote,B,pantheria,amniote,unrecorded
Lycalopex culpaeus,anage,B,amniote,anage,captive
Lycalopex fulvipes,amniote,B,,amniote,unrecorded
Lycalopex griseus,anage,B,amniote,anage,captive
Lycalopex gymnocercus,anage,B,amniote;pantheria,anage,captive
Lycalopex sechurae,anage,B,amniote,anage,captive
Lycalopex vetulus,anage,B,amniote,anage,captive
Lycaon pictus,seed,B,amniote;anage;pantheria,seed,wild+captive
Lyncodon patagonicus,amniote,B,,amniote,unrecorded
Lynx canadensis,anage,B,amniote;pantheria,anage,captive
Lynx lynx,seed,B,amniote;anage;pantheria,seed,wild+captive
Lynx pardinus,amniote,B,,amniote,unrecorded
Lynx rufus,anage,B,amniote;pantheria,anage,captive
Macaca arctoides,anage,B,amniote;pantheria,anage,captive
Macaca assamensis,anage,B,amniote,anage,captive
Macaca cyclopis,amniote,B,,amniote,unrecorded
Macaca fascicularis,anage,B,amniote;pantheria,anage,captive
Macaca fuscata,seed,B,amniote;anage;pantheria,seed,wild+captive
Macaca hecki,amniote,B,,amniote,unrecorded
Macaca leonina,amniote,B,,amniote,unrecorded
Macaca maura,anage,B,amniote,anage,captive
Macaca mulatta,seed,A,amniote;anage;pantheria,seed,wild+captive
Macaca nemestrina,anage,B,amniote;pantheria,anage,captive
Macaca nigra,anage,B,amniote;pantheria,anage,captive
Macaca nigrescens,amniote,B,,amniote,unrecorded
Macaca ochreata,anage,B,amniote,anage,captive
Macaca pagensis,amniote,B,pantheria,amniote,unrecorded
Macaca radiata,anage,B,amniote;pantheria,anage,captive
Macaca siberu,amniote,B,,amniote,unrecorded
Macaca silenus,anage,A,amniote;pantheria,anage,captive
Macaca sinica,anage,B,amniote;pantheria,anage,captive
Macaca sylvanus,anage,A,amniote;pantheria,anage,captive
Macaca thibetana,anage,B,amniote,anage,captive
Macaca tonkeana,anage,B,amniote,anage,captive
Macroderma gigas,anage,B,amniote,anage,captive
Macroglossus minimus,amniote,B,,amniote,unrecorded
Macroglossus sobrinus,amniote,B,,amniote,unrecorded
Macrophyllum macrophyllum,amniote,B,,amniote,unrecorded
Macropus agilis,anage,B,amniote;pantheria,anage,captive
Macropus antilopinus,anage,B,amniote;pantheria,anage,captive
Macropus bernardus,anage,B,amniote,anage,captive
Macropus dorsalis,amniote,B,pantheria,amniote,unrecorded
Macropus eugenii,anage,B,amniote;pantheria,anage,captive
Macropus fuliginosus,anage,A,amniote;pantheria,anage,captive
Macropus giganteus,anage,A,amniote;pantheria,anage,captive
Macropus greyi,amniote,B,,amniote,unrecorded
Macropus irma,amniote,B,,amniote,unrecorded
Macropus parma,anage,A,amniote;pantheria,anage,captive
Macropus parryi,amniote,B,pantheria,amniote,unrecorded
Macropus robustus,anage,B,amniote;pantheria,anage,captive
Macropus rufogriseus,anage,B,amniote;pantheria,anage,captive
Macropus rufus,anage,A,amniote;pantheria,anage,captive
Macroscelides proboscideus,anage,B,amniote,anage,captive
Macrotis lagotis,anage,B,amniote;pantheria,anage,captive
Macrotus californicus,anage,B,amniote;pantheria,anage,captive
Macrotus waterhousii,anage,B,amniote;pantheria,anage,wild
Madoqua guentheri,anage,B,amniote;pantheria,anage,captive
Madoqua kirkii,anage,B,amniote;pantheria,anage,captive
Madoqua piacentinii,amniote,B,pantheria,amniote,unrecorded
Madoqua saltiana,amniote,B,pantheria,amniote,unrecorded
Makalata didelphoides,amniote,B,pantheria,amniote,unrecorded
Makalata occasius,amniote,B,,amniote,unrecorded
Malacomys edwardsi,amniote,B,,amniote,unrecorded
Malacothrix typica,amniote,B,,amniote,unrecorded
Mandrillus leucophaeus,anage,B,amniote;pantheria,anage,captive
Mandrillus sphinx,seed,B,amniote;anage;pantheria,seed,wild+captive
Manis crassicaudata,amniote,B,pantheria,amniote,unrecorded
Manis culionensis,amniote,B,,amniote,unrecorded
Manis gigantea,amniote,B,,amniote,unrecorded
Manis javanica,amniote,B,,amniote,unrecorded
Manis pentadactyla,seed,C,amniote,seed,wild+captive
Manis temminckii,amniote,B,,amniote,unrecorded
Manis tetradactyla,amniote,B,,amniote,unrecorded
Marmosa mexicana,amniote,B,pantheria,amniote,unrecorded
Marmosa murina,anage,C,amniote,anage,captive
Marmosa quichua,amniote,B,,amniote,unrecorded
Marmosa robinsoni,anage,B,amniote;pantheria,anage,captive
Marmosa xerophila,amniote,B,,amniote,unrecorded
Marmosops fuscatus,amniote,B,,amniote,unrecorded
Marmosops impavidus,amniote,B,,amniote,unrecorded
Marmosops invictus,amniote,B,,amniote,unrecorded
Marmosops neblina,amniote,B,,amniote,unrecorded
Marmosops noctivagus,anage,B,amniote,anage,captive
Marmosops paulensis,amniote,B,,amniote,unrecorded
Marmota baibacina,amniote,B,,amniote,unrecorded
Marmota bobak,amniote,B,pantheria,amniote,unrecorded
Marmota broweri,amniote,B,,amniote,unrecorded
Marmota caligata,anage,C,amniote,anage,captive
