species,field_id,works,cost_usd,fetched
Brotogeris versicolurus,13,3,0.0000,2026-09-09
Brotogeris versicolurus,33,2,0.0000,2026-09-09
Brotogeris versicolurus,17,1,0.0000,2026-09-09
Brotogeris versicolurus,19,1,0.0000,2026-09-09
Brotogeris versicolurus,24,1,0.0000,2026-09-09
Brotogeris versicolurus,27,1,0.0000,2026-09-09
Brotogeris versicolurus,32,1,0.0000,2026-09-09
Bubalornis albirostris,23,16,0.0001,2026-09-09
Bubalornis albirostris,13,2,0.0000,2026-09-09
Bubalornis albirostris,11,1,0.0000,2026-09-09
Bubalornis albirostris,27,1,0.0000,2026-09-09
Bubalornis niger,23,14,0.0001,2026-09-09
Bubalornis niger,13,6,0.0000,2026-09-09
Bubalornis niger,17,1,0.0000,2026-09-09
Bubalornis niger,27,1,0.0000,2026-09-09
Bubo ascalaphus,23,16,0.0001,2026-09-09
Bubo ascalaphus,22,5,0.0000,2026-09-09
Bubo ascalaphus,33,3,0.0000,2026-09-09
Bubo ascalaphus,11,2,0.0000,2026-09-09
Bubo ascalaphus,16,2,0.0000,2026-09-09
Bubo ascalaphus,13,1,0.0000,2026-09-09
Bubo ascalaphus,17,1,0.0000,2026-09-09
Bubo ascalaphus,24,1,0.0000,2026-09-09
Bubo ascalaphus,27,1,0.0000,2026-09-09
Bubo bengalensis,23,18,0.0001,2026-09-09
Bubo bengalensis,13,5,0.0000,2026-09-09
Bubo bengalensis,22,3,0.0000,2026-09-09
Bubo bengalensis,11,2,0.0000,2026-09-09
Bubo bengalensis,27,2,0.0000,2026-09-09
Bubo bengalensis,16,1,0.0000,2026-09-09
Bubo bengalensis,34,1,0.0000,2026-09-09
Bubo bubo,23,251,0.0001,2026-09-09
Bubo bubo,22,49,0.0000,2026-09-09
Bubo bubo,11,29,0.0000,2026-09-09
Bubo bubo,33,28,0.0000,2026-09-09
Bubo bubo,13,23,0.0000,2026-09-09
Bubo bubo,27,19,0.0000,2026-09-09
Bubo bubo,19,17,0.0000,2026-09-09
Bubo bubo,24,10,0.0000,2026-09-09
Bubo bubo,12,9,0.0000,2026-09-09
Bubo bubo,17,9,0.0000,2026-09-09
Bubo bubo,32,6,0.0000,2026-09-09
Bubo bubo,16,4,0.0000,2026-09-09
Bubo bubo,34,4,0.0000,2026-09-09
Bubo bubo,20,3,0.0000,2026-09-09
Bubo bubo,26,3,0.0000,2026-09-09
Bubo bubo,21,1,0.0000,2026-09-09
Bubo capensis,23,14,0.0001,2026-09-09
Bubo capensis,22,4,0.0000,2026-09-09
Bubo capensis,13,1,0.0000,2026-09-09
Bubo capensis,33,1,0.0000,2026-09-09
Bubo cinerascens,23,5,0.0001,2026-09-09
Bubo cinerascens,13,1,0.0000,2026-09-09
Bubo coromandus,23,11,0.0001,2026-09-09
Bubo coromandus,16,1,0.0000,2026-09-09
Bubo coromandus,33,1,0.0000,2026-09-09
Bubo lacteus,23,13,0.0001,2026-09-09
Bubo lacteus,22,4,0.0000,2026-09-09
Bubo lacteus,11,3,0.0000,2026-09-09
Bubo lacteus,13,2,0.0000,2026-09-09
Bubo lacteus,12,1,0.0000,2026-09-09
Bubo lacteus,33,1,0.0000,2026-09-09
Bubo leucostictus,13,3,0.0001,2026-09-09
Bubo leucostictus,23,3,0.0000,2026-09-09
Bubo leucostictus,11,2,0.0000,2026-09-09
Bubo nipalensis,23,20,0.0001,2026-09-09
Bubo nipalensis,22,3,0.0000,2026-09-09
Bubo nipalensis,19,2,0.0000,2026-09-09
Bubo nipalensis,27,1,0.0000,2026-09-09
Bubo nipalensis,33,1,0.0000,2026-09-09
Bubulcus ibis,23,436,0.0001,2026-09-09
Bubulcus ibis,11,117,0.0000,2026-09-09
Bubulcus ibis,13,76,0.0000,2026-09-09
Bubulcus ibis,22,67,0.0000,2026-09-09
Bubulcus ibis,27,40,0.0000,2026-09-09
Bubulcus ibis,24,10,0.0000,2026-09-09
Bubulcus ibis,19,8,0.0000,2026-09-09
Bubulcus ibis,33,8,0.0000,2026-09-09
Bubulcus ibis,12,6,0.0000,2026-09-09
Bubulcus ibis,17,6,0.0000,2026-09-09
Bubulcus ibis,14,1,0.0000,2026-09-09
Bubulcus ibis,16,1,0.0000,2026-09-09
Bubulcus ibis,32,1,0.0000,2026-09-09
Bucanetes githagineus,23,55,0.0001,2026-09-09
Bucanetes githagineus,22,7,0.0000,2026-09-09
Bucanetes githagineus,11,4,0.0000,2026-09-09
Bucanetes githagineus,16,4,0.0000,2026-09-09
Bucanetes githagineus,13,3,0.0000,2026-09-09
Bucanetes mongolicus,23,34,0.0001,2026-09-09
Bucanetes mongolicus,22,2,0.0000,2026-09-09
Bucanetes mongolicus,11,1,0.0000,2026-09-09
Bucanetes mongolicus,13,1,0.0000,2026-09-09
Bucco capensis,23,11,0.0001,2026-09-09
Bucco capensis,13,4,0.0000,2026-09-09
Bucco capensis,11,1,0.0000,2026-09-09
Bucco capensis,17,1,0.0000,2026-09-09
Bucephala albeola,23,95,0.0001,2026-09-09
Bucephala albeola,13,8,0.0000,2026-09-09
Bucephala albeola,22,8,0.0000,2026-09-09
Bucephala albeola,11,1,0.0000,2026-09-09
Bucephala albeola,12,1,0.0000,2026-09-09
Bucephala albeola,19,1,0.0000,2026-09-09
Bucephala albeola,26,1,0.0000,2026-09-09
Bucephala albeola,27,1,0.0000,2026-09-09
Bucephala albeola,32,1,0.0000,2026-09-09
Bucephala clangula,23,214,0.0001,2026-09-09
Bucephala clangula,13,43,0.0000,2026-09-09
Bucephala clangula,22,22,0.0000,2026-09-09
Bucephala clangula,11,17,0.0000,2026-09-09
Bucephala clangula,19,16,0.0000,2026-09-09
Bucephala clangula,33,5,0.0000,2026-09-09
Bucephala clangula,27,2,0.0000,2026-09-09
Bucephala clangula,36,1,0.0000,2026-09-09
Bucephala islandica,23,102,0.0001,2026-09-09
Bucephala islandica,11,5,0.0000,2026-09-09
Bucephala islandica,13,1,0.0000,2026-09-09
Bucephala islandica,22,1,0.0000,2026-09-09
Bucephala islandica,27,1,0.0000,2026-09-09
Bucephala islandica,36,1,0.0000,2026-09-09
Bulweria bulwerii,23,91,0.0001,2026-09-09
Bulweria bulwerii,11,10,0.0000,2026-09-09
Bulweria bulwerii,13,5,0.0000,2026-09-09
Bulweria bulwerii,12,2,0.0000,2026-09-09
Bulweria bulwerii,33,2,0.0000,2026-09-09
Bulweria bulwerii,19,1,0.0000,2026-09-09
Bulweria bulwerii,22,1,0.0000,2026-09-09
Buphagus africanus,23,25,0.0001,2026-09-09
Buphagus africanus,13,6,0.0000,2026-09-09
Buphagus africanus,22,4,0.0000,2026-09-09
Buphagus africanus,11,3,0.0000,2026-09-09
Buphagus africanus,27,2,0.0000,2026-09-09
Buphagus africanus,24,1,0.0000,2026-09-09
Buphagus erythrorynchus,27,2,0.0001,2026-09-09
Buphagus erythrorynchus,13,1,0.0000,2026-09-09
Buphagus erythrorynchus,23,1,0.0000,2026-09-09
Burhinus bistriatus,23,30,0.0001,2026-09-09
Burhinus bistriatus,22,9,0.0000,2026-09-09
Burhinus bistriatus,17,1,0.0000,2026-09-09
Burhinus bistriatus,33,1,0.0000,2026-09-09
Burhinus capensis,23,24,0.0001,2026-09-09
Burhinus capensis,11,1,0.0000,2026-09-09
Burhinus capensis,17,1,0.0000,2026-09-09
Burhinus grallarius,23,23,0.0001,2026-09-09
Burhinus grallarius,11,1,0.0000,2026-09-09
Burhinus grallarius,13,1,0.0000,2026-09-09
Burhinus grallarius,22,1,0.0000,2026-09-09
Burhinus grallarius,27,1,0.0000,2026-09-09
Burhinus grallarius,33,1,0.0000,2026-09-09
Burhinus indicus,23,8,0.0001,2026-09-09
Burhinus indicus,13,3,0.0000,2026-09-09
Burhinus indicus,11,1,0.0000,2026-09-09
Burhinus oedicnemus,23,131,0.0001,2026-09-09
Burhinus oedicnemus,11,23,0.0000,2026-09-09
Burhinus oedicnemus,13,16,0.0000,2026-09-09
Burhinus oedicnemus,22,13,0.0000,2026-09-09
Burhinus oedicnemus,24,4,0.0000,2026-09-09
Burhinus oedicnemus,19,3,0.0000,2026-09-09
Burhinus oedicnemus,27,3,0.0000,2026-09-09
Burhinus oedicnemus,16,1,0.0000,2026-09-09
Burhinus oedicnemus,17,1,0.0000,2026-09-09
Burhinus oedicnemus,26,1,0.0000,2026-09-09
Burhinus oedicnemus,33,1,0.0000,2026-09-09
Burhinus oedicnemus,34,1,0.0000,2026-09-09
Burhinus senegalensis,23,14,0.0001,2026-09-09
Burhinus senegalensis,11,1,0.0000,2026-09-09
Burhinus senegalensis,13,1,0.0000,2026-09-09
Burhinus senegalensis,22,1,0.0000,2026-09-09
Burhinus vermiculatus,23,19,0.0001,2026-09-09
Burhinus vermiculatus,11,1,0.0000,2026-09-09
Burhinus vermiculatus,27,1,0.0000,2026-09-09
Burhinus vermiculatus,33,1,0.0000,2026-09-09
Busarellus nigricollis,23,30,0.0001,2026-09-09
Busarellus nigricollis,11,10,0.0000,2026-09-09
Busarellus nigricollis,22,9,0.0000,2026-09-09
Busarellus nigricollis,24,1,0.0000,2026-09-09
Busarellus nigricollis,33,1,0.0000,2026-09-09
Butastur indicus,23,51,0.0001,2026-09-09
Butastur indicus,11,4,0.0000,2026-09-09
Butastur indicus,13,3,0.0000,2026-09-09
Butastur indicus,25,2,0.0000,2026-09-09
Butastur indicus,16,1,0.0000,2026-09-09
Butastur indicus,22,1,0.0000,2026-09-09
Butastur indicus,24,1,0.0000,2026-09-09
Butastur indicus,26,1,0.0000,2026-09-09
Butastur liventer,23,12,0.0001,2026-09-09
Butastur liventer,11,1,0.0000,2026-09-09
Butastur liventer,24,1,0.0000,2026-09-09
Butastur rufipennis,23,14,0.0001,2026-09-09
Butastur rufipennis,11,2,0.0000,2026-09-09
Butastur rufipennis,33,2,0.0000,2026-09-09
Butastur rufipennis,19,1,0.0000,2026-09-09
Butastur rufipennis,22,1,0.0000,2026-09-09
Butastur teesa,23,17,0.0001,2026-09-09
Butastur teesa,22,4,0.0000,2026-09-09
Butastur teesa,11,1,0.0000,2026-09-09
Butastur teesa,13,1,0.0000,2026-09-09
Buteo albigula,23,48,0.0001,2026-09-09
Buteo albigula,22,7,0.0000,2026-09-09
Buteo albigula,19,2,0.0000,2026-09-09
Buteo albigula,34,2,0.0000,2026-09-09
Buteo albigula,13,1,0.0000,2026-09-09
Buteo albonotatus,23,59,0.0001,2026-09-09
Buteo albonotatus,22,12,0.0000,2026-09-09
Buteo albonotatus,13,5,0.0000,2026-09-09
Buteo albonotatus,24,4,0.0000,2026-09-09
Buteo albonotatus,11,2,0.0000,2026-09-09
Buteo albonotatus,33,2,0.0000,2026-09-09
Buteo auguralis,23,9,0.0001,2026-09-09
Buteo auguralis,13,3,0.0000,2026-09-09
Buteo auguralis,22,1,0.0000,2026-09-09
Buteo brachypterus,23,8,0.0001,2026-09-09
Buteo brachypterus,13,1,0.0000,2026-09-09
Buteo brachypterus,22,1,0.0000,2026-09-09
Buteo brachyurus,23,49,0.0001,2026-09-09
Buteo brachyurus,22,8,0.0000,2026-09-09
Buteo brachyurus,11,4,0.0000,2026-09-09
Buteo brachyurus,24,4,0.0000,2026-09-09
Buteo brachyurus,13,2,0.0000,2026-09-09
Buteo brachyurus,33,1,0.0000,2026-09-09
Buteo hemilasius,23,44,0.0001,2026-09-09
Buteo hemilasius,13,12,0.0000,2026-09-09
Buteo hemilasius,22,8,0.0000,2026-09-09
Buteo hemilasius,27,5,0.0000,2026-09-09
Buteo hemilasius,16,2,0.0000,2026-09-09
Buteo hemilasius,11,1,0.0000,2026-09-09
Buteo hemilasius,17,1,0.0000,2026-09-09
Buteo hemilasius,19,1,0.0000,2026-09-09
Buteo jamaicensis,23,256,0.0001,2026-09-09
Buteo jamaicensis,22,45,0.0000,2026-09-09
Buteo jamaicensis,13,22,0.0000,2026-09-09
Buteo jamaicensis,24,18,0.0000,2026-09-09
Buteo jamaicensis,27,16,0.0000,2026-09-09
Buteo jamaicensis,11,15,0.0000,2026-09-09
Buteo jamaicensis,34,8,0.0000,2026-09-09
Buteo jamaicensis,17,2,0.0000,2026-09-09
Buteo jamaicensis,19,2,0.0000,2026-09-09
Buteo jamaicensis,18,1,0.0000,2026-09-09
Buteo jamaicensis,26,1,0.0000,2026-09-09
Buteo jamaicensis,32,1,0.0000,2026-09-09
Buteo jamaicensis,33,1,0.0000,2026-09-09
Buteo japonicus,23,38,0.0001,2026-09-09
Buteo japonicus,13,17,0.0000,2026-09-09
Buteo japonicus,22,3,0.0000,2026-09-09
Buteo japonicus,11,2,0.0000,2026-09-09
Buteo japonicus,19,1,0.0000,2026-09-09
Buteo japonicus,26,1,0.0000,2026-09-09
Buteo lagopus,23,130,0.0001,2026-09-09
Buteo lagopus,22,19,0.0000,2026-09-09
Buteo lagopus,19,8,0.0000,2026-09-09
Buteo lagopus,13,6,0.0000,2026-09-09
Buteo lagopus,11,5,0.0000,2026-09-09
Buteo lagopus,24,4,0.0000,2026-09-09
Buteo lagopus,16,3,0.0000,2026-09-09
Buteo lagopus,27,2,0.0000,2026-09-09
Buteo lagopus,33,2,0.0000,2026-09-09
Buteo lagopus,12,1,0.0000,2026-09-09
Buteo lineatus,23,131,0.0001,2026-09-09
Buteo lineatus,22,25,0.0000,2026-09-09
Buteo lineatus,13,9,0.0000,2026-09-09
Buteo lineatus,19,6,0.0000,2026-09-09
Buteo lineatus,24,6,0.0000,2026-09-09
Buteo lineatus,11,4,0.0000,2026-09-09
Buteo lineatus,17,1,0.0000,2026-09-09
Buteo lineatus,32,1,0.0000,2026-09-09
Buteo lineatus,33,1,0.0000,2026-09-09
Buteo nitidus,23,34,0.0001,2026-09-09
Buteo nitidus,13,9,0.0000,2026-09-09
Buteo nitidus,22,4,0.0000,2026-09-09
Buteo nitidus,11,3,0.0000,2026-09-09
Buteo nitidus,24,1,0.0000,2026-09-09
Buteo nitidus,33,1,0.0000,2026-09-09
Buteo plagiatus,23,28,0.0001,2026-09-09
Buteo plagiatus,13,7,0.0000,2026-09-09
Buteo plagiatus,22,7,0.0000,2026-09-09
Buteo plagiatus,11,2,0.0000,2026-09-09
Buteo plagiatus,24,1,0.0000,2026-09-09
Buteo platypterus,23,142,0.0001,2026-09-09
Buteo platypterus,13,33,0.0000,2026-09-09
Buteo platypterus,22,18,0.0000,2026-09-09
Buteo platypterus,11,2,0.0000,2026-09-09
Buteo platypterus,19,2,0.0000,2026-09-09
Buteo platypterus,24,2,0.0000,2026-09-09
Buteo platypterus,17,1,0.0000,2026-09-09
Buteo platypterus,26,1,0.0000,2026-09-09
Buteo platypterus,27,1,0.0000,2026-09-09
Buteo platypterus,33,1,0.0000,2026-09-09
Buteo refectus,23,13,0.0001,2026-09-09
Buteo refectus,13,4,0.0000,2026-09-09
Buteo refectus,11,2,0.0000,2026-09-09
Buteo refectus,19,2,0.0000,2026-09-09
Buteo refectus,17,1,0.0000,2026-09-09
Buteo refectus,22,1,0.0000,2026-09-09
Buteo regalis,23,163,0.0001,2026-09-09
Buteo regalis,22,9,0.0000,2026-09-09
Buteo regalis,13,6,0.0000,2026-09-09
Buteo regalis,11,4,0.0000,2026-09-09
Buteo regalis,27,4,0.0000,2026-09-09
Buteo regalis,17,2,0.0000,2026-09-09
Buteo regalis,24,2,0.0000,2026-09-09
Buteo regalis,12,1,0.0000,2026-09-09
Buteo regalis,33,1,0.0000,2026-09-09
Buteo regalis,34,1,0.0000,2026-09-09
Buteo rufinus,23,129,0.0001,2026-09-09
Buteo rufinus,11,36,0.0000,2026-09-09
Buteo rufinus,24,14,0.0000,2026-09-09
Buteo rufinus,22,13,0.0000,2026-09-09
Buteo rufinus,27,10,0.0000,2026-09-09
Buteo rufinus,13,7,0.0000,2026-09-09
Buteo rufinus,19,6,0.0000,2026-09-09
Buteo rufinus,16,2,0.0000,2026-09-09
Buteo rufinus,33,2,0.0000,2026-09-09
Buteo rufinus,17,1,0.0000,2026-09-09
Buteo rufinus,26,1,0.0000,2026-09-09
Buteo rufinus,34,1,0.0000,2026-09-09
Buteo rufofuscus,23,20,0.0001,2026-09-09
Buteo rufofuscus,13,3,0.0000,2026-09-09
Buteo rufofuscus,22,1,0.0000,2026-09-09
Buteo rufofuscus,27,1,0.0000,2026-09-09
Buteo rufofuscus,30,1,0.0000,2026-09-09
Buteo swainsoni,23,118,0.0001,2026-09-09
Buteo swainsoni,22,15,0.0000,2026-09-09
Buteo swainsoni,13,9,0.0000,2026-09-09
Buteo swainsoni,11,7,0.0000,2026-09-09
Buteo swainsoni,27,4,0.0000,2026-09-09
Buteo swainsoni,17,3,0.0000,2026-09-09
Buteo swainsoni,33,3,0.0000,2026-09-09
Buteo swainsoni,19,2,0.0000,2026-09-09
Buteo swainsoni,24,2,0.0000,2026-09-09
Buteo swainsoni,12,1,0.0000,2026-09-09
Buteogallus anthracinus,23,45,0.0001,2026-09-09
Buteogallus anthracinus,22,19,0.0000,2026-09-09
Buteogallus anthracinus,13,12,0.0000,2026-09-09
Buteogallus anthracinus,11,5,0.0000,2026-09-09
Buteogallus anthracinus,16,2,0.0000,2026-09-09
Buteogallus anthracinus,19,1,0.0000,2026-09-09
Buteogallus anthracinus,24,1,0.0000,2026-09-09
Buteogallus anthracinus,33,1,0.0000,2026-09-09
Buteogallus meridionalis,23,16,0.0001,2026-09-09
Buteogallus meridionalis,13,4,0.0000,2026-09-09
Buteogallus meridionalis,22,3,0.0000,2026-09-09
Buteogallus meridionalis,11,2,0.0000,2026-09-09
Buteogallus meridionalis,27,2,0.0000,2026-09-09
Buteogallus meridionalis,33,2,0.0000,2026-09-09
Buteogallus meridionalis,16,1,0.0000,2026-09-09
Buteogallus meridionalis,24,1,0.0000,2026-09-09
Buteogallus schistaceus,23,8,0.0001,2026-09-09
Buteogallus schistaceus,11,3,0.0000,2026-09-09
Buteogallus schistaceus,13,1,0.0000,2026-09-09
Buteogallus urubitinga,23,45,0.0001,2026-09-09
Buteogallus urubitinga,22,12,0.0000,2026-09-09
Buteogallus urubitinga,13,3,0.0000,2026-09-09
Buteogallus urubitinga,11,2,0.0000,2026-09-09
Buteogallus urubitinga,24,2,0.0000,2026-09-09
Buteogallus urubitinga,16,1,0.0000,2026-09-09
Buteogallus urubitinga,17,1,0.0000,2026-09-09
Buteogallus urubitinga,33,1,0.0000,2026-09-09
Buthraupis montana,23,28,0.0001,2026-09-09
Buthraupis montana,22,4,0.0000,2026-09-09
Buthraupis montana,17,2,0.0000,2026-09-09
Buthraupis montana,19,2,0.0000,2026-09-09
Buthraupis montana,13,1,0.0000,2026-09-09
Bycanistes albotibialis,23,7,0.0001,2026-09-09
Bycanistes albotibialis,11,2,0.0000,2026-09-09
Bycanistes albotibialis,13,1,0.0000,2026-09-09
Bycanistes brevis,23,19,0.0001,2026-09-09
Bycanistes brevis,13,5,0.0000,2026-09-09
Bycanistes brevis,11,4,0.0000,2026-09-09
Bycanistes brevis,22,2,0.0000,2026-09-09
Bycanistes bucinator,23,25,0.0001,2026-09-09
Bycanistes bucinator,11,2,0.0000,2026-09-09
Bycanistes bucinator,13,2,0.0000,2026-09-09
Bycanistes bucinator,17,2,0.0000,2026-09-09
Bycanistes bucinator,19,2,0.0000,2026-09-09
Bycanistes bucinator,22,1,0.0000,2026-09-09
Bycanistes subcylindricus,23,12,0.0001,2026-09-09
Bycanistes subcylindricus,13,3,0.0000,2026-09-09
Bycanistes subcylindricus,11,2,0.0000,2026-09-09
Cacatua ducorpsii,23,13,0.0001,2026-09-09
Cacatua ducorpsii,13,2,0.0000,2026-09-09
Cacatua ducorpsii,33,1,0.0000,2026-09-09
Cacatua galerita,23,81,0.0001,2026-09-09
Cacatua galerita,11,16,0.0000,2026-09-09
Cacatua galerita,13,11,0.0000,2026-09-09
Cacatua galerita,33,6,0.0000,2026-09-09
Cacatua galerita,22,4,0.0000,2026-09-09
Cacatua galerita,27,4,0.0000,2026-09-09
Cacatua galerita,17,3,0.0000,2026-09-09
Cacatua galerita,32,3,0.0000,2026-09-09
Cacatua galerita,19,2,0.0000,2026-09-09
Cacatua galerita,24,2,0.0000,2026-09-09
Cacatua galerita,28,1,0.0000,2026-09-09
Cacatua galerita,34,1,0.0000,2026-09-09
Cacatua leadbeateri,23,24,0.0001,2026-09-09
Cacatua leadbeateri,13,12,0.0000,2026-09-09
Cacatua leadbeateri,11,4,0.0000,2026-09-09
Cacatua leadbeateri,22,2,0.0000,2026-09-09
Cacatua leadbeateri,19,1,0.0000,2026-09-09
Cacatua pastinator,23,7,0.0001,2026-09-09
Cacatua pastinator,11,3,0.0000,2026-09-09
Cacatua pastinator,33,1,0.0000,2026-09-09
Cacatua sanguinea,23,32,0.0001,2026-09-09
Cacatua sanguinea,11,7,0.0000,2026-09-09
Cacatua sanguinea,13,3,0.0000,2026-09-09
Cacatua sanguinea,22,3,0.0000,2026-09-09
Cacatua sanguinea,17,1,0.0000,2026-09-09
Cacatua sanguinea,19,1,0.0000,2026-09-09
Cacatua sanguinea,24,1,0.0000,2026-09-09
Cacatua tenuirostris,23,26,0.0001,2026-09-09
Cacatua tenuirostris,22,2,0.0000,2026-09-09
Cacatua tenuirostris,11,1,0.0000,2026-09-09
Cacicus chrysopterus,23,16,0.0001,2026-09-09
Cacicus chrysopterus,11,6,0.0000,2026-09-09
Cacicus chrysopterus,13,2,0.0000,2026-09-09
Cacicus chrysopterus,19,1,0.0000,2026-09-09
Cacicus haemorrhous,23,31,0.0001,2026-09-09
Cacicus haemorrhous,22,4,0.0000,2026-09-09
Cacicus haemorrhous,19,3,0.0000,2026-09-09
Cacicus haemorrhous,11,2,0.0000,2026-09-09
Cacicus haemorrhous,13,1,0.0000,2026-09-09
Cacicus haemorrhous,24,1,0.0000,2026-09-09
Cacicus latirostris,23,6,0.0001,2026-09-09
Cacicus latirostris,11,2,0.0000,2026-09-09
Cacicus latirostris,19,2,0.0000,2026-09-09
Cacicus latirostris,33,1,0.0000,2026-09-09
Cacicus oseryi,23,7,0.0001,2026-09-09
Cacicus oseryi,13,2,0.0000,2026-09-09
Cacicus oseryi,22,2,0.0000,2026-09-09
Cacicus oseryi,11,1,0.0000,2026-09-09
Cacicus oseryi,19,1,0.0000,2026-09-09
Cacicus oseryi,27,1,0.0000,2026-09-09
Cacicus sclateri,23,11,0.0001,2026-09-09
Cacicus sclateri,11,2,0.0000,2026-09-09
Cacicus sclateri,13,1,0.0000,2026-09-09
Cacicus sclateri,19,1,0.0000,2026-09-09
Cacicus sclateri,33,1,0.0000,2026-09-09
Cacicus solitarius,23,13,0.0001,2026-09-09
Cacicus solitarius,11,4,0.0000,2026-09-09
Cacicus solitarius,22,3,0.0000,2026-09-09
Cacicus solitarius,13,1,0.0000,2026-09-09
Cacicus solitarius,19,1,0.0000,2026-09-09
Cacomantis aeruginosus,23,4,0.0001,2026-09-09
Cacomantis aeruginosus,11,1,0.0000,2026-09-09
Cacomantis castaneiventris,23,9,0.0001,2026-09-09
Cacomantis castaneiventris,13,1,0.0000,2026-09-09
Cacomantis flabelliformis,23,26,0.0001,2026-09-09
Cacomantis flabelliformis,22,1,0.0000,2026-09-09
Cacomantis flabelliformis,33,1,0.0000,2026-09-09
Cacomantis merulinus,23,21,0.0001,2026-09-09
Cacomantis merulinus,13,10,0.0000,2026-09-09
Cacomantis merulinus,11,9,0.0000,2026-09-09
Cacomantis merulinus,22,1,0.0000,2026-09-09
Cacomantis passerinus,23,7,0.0001,2026-09-09
Cacomantis passerinus,22,1,0.0000,2026-09-09
Cacomantis sonneratii,23,10,0.0001,2026-09-09
Cacomantis sonneratii,19,3,0.0000,2026-09-09
Cacomantis sonneratii,11,2,0.0000,2026-09-09
Cacomantis sonneratii,13,2,0.0000,2026-09-09
Cacomantis variolosus,23,11,0.0001,2026-09-09
Cacomantis variolosus,11,4,0.0000,2026-09-09
Cacomantis variolosus,27,3,0.0000,2026-09-09
Cacomantis variolosus,13,2,0.0000,2026-09-09
Cairina moschata,11,210,0.0001,2026-09-09
Cairina moschata,23,146,0.0000,2026-09-09
Cairina moschata,13,63,0.0000,2026-09-09
Cairina moschata,27,45,0.0000,2026-09-09
Cairina moschata,22,29,0.0000,2026-09-09
Cairina moschata,24,19,0.0000,2026-09-09
Cairina moschata,34,10,0.0000,2026-09-09
Cairina moschata,17,7,0.0000,2026-09-09
Cairina moschata,33,5,0.0000,2026-09-09
Cairina moschata,12,4,0.0000,2026-09-09
Cairina moschata,36,3,0.0000,2026-09-09
Cairina moschata,16,2,0.0000,2026-09-09
Cairina moschata,19,2,0.0000,2026-09-09
Cairina moschata,25,2,0.0000,2026-09-09
Cairina moschata,29,2,0.0000,2026-09-09
Cairina moschata,20,1,0.0000,2026-09-09
Cairina moschata,21,1,0.0000,2026-09-09
Cairina moschata,28,1,0.0000,2026-09-09
Cairina moschata,32,1,0.0000,2026-09-09
Calamanthus campestris,23,13,0.0001,2026-09-09
Calamanthus campestris,11,2,0.0000,2026-09-09
Calamanthus campestris,13,2,0.0000,2026-09-09
Calamanthus campestris,17,1,0.0000,2026-09-09
Calamanthus fuliginosus,23,14,0.0001,2026-09-09
Calamanthus fuliginosus,13,2,0.0000,2026-09-09
Calamanthus fuliginosus,11,1,0.0000,2026-09-09
Calamanthus fuliginosus,19,1,0.0000,2026-09-09
Calamanthus montanellus,23,4,0.0001,2026-09-09
Calamanthus montanellus,33,1,0.0000,2026-09-09
Calamonastes fasciolatus,23,3,0.0001,2026-09-09
Calamonastes fasciolatus,11,1,0.0000,2026-09-09
Calamonastes fasciolatus,19,1,0.0000,2026-09-09
Calamonastes fasciolatus,26,1,0.0000,2026-09-09
Calamonastes fasciolatus,27,1,0.0000,2026-09-09
Calamonastes simplex,23,9,0.0001,2026-09-09
Calamonastes simplex,11,1,0.0000,2026-09-09
Calamonastes simplex,13,1,0.0000,2026-09-09
Calamonastes simplex,19,1,0.0000,2026-09-09
Calamonastes simplex,33,1,0.0000,2026-09-09
Calamonastes stierlingi,23,4,0.0001,2026-09-09
Calamonastes stierlingi,19,2,0.0000,2026-09-09
Calamonastes stierlingi,13,1,0.0000,2026-09-09
Calamonastes undosus,23,4,0.0001,2026-09-09
Calamonastes undosus,19,2,0.0000,2026-09-09
Calamonastes undosus,11,1,0.0000,2026-09-09
Calamospiza melanocorys,23,84,0.0001,2026-09-09
Calamospiza melanocorys,13,13,0.0000,2026-09-09
Calamospiza melanocorys,11,9,0.0000,2026-09-09
Calamospiza melanocorys,22,7,0.0000,2026-09-09
Calamospiza melanocorys,17,2,0.0000,2026-09-09
Calamospiza melanocorys,19,2,0.0000,2026-09-09
Calandrella acutirostris,23,9,0.0001,2026-09-09
Calandrella acutirostris,11,2,0.0000,2026-09-09
Calandrella acutirostris,13,2,0.0000,2026-09-09
Calandrella acutirostris,24,2,0.0000,2026-09-09
Calandrella acutirostris,22,1,0.0000,2026-09-09
Calandrella blanfordi,23,3,0.0001,2026-09-09
Calandrella blanfordi,11,2,0.0000,2026-09-09
Calandrella blanfordi,19,2,0.0000,2026-09-09
Calandrella blanfordi,13,1,0.0000,2026-09-09
Calandrella brachydactyla,23,55,0.0001,2026-09-09
Calandrella brachydactyla,13,7,0.0000,2026-09-09
Calandrella brachydactyla,11,5,0.0000,2026-09-09
Calandrella brachydactyla,20,2,0.0000,2026-09-09
Calandrella brachydactyla,22,2,0.0000,2026-09-09
Calandrella brachydactyla,29,1,0.0000,2026-09-09
Calandrella cinerea,23,23,0.0001,2026-09-09
Calandrella cinerea,11,4,0.0000,2026-09-09
Calandrella cinerea,13,4,0.0000,2026-09-09
Calandrella cinerea,24,1,0.0000,2026-09-09
Calandrella dukhunensis,23,7,0.0001,2026-09-09
Calandrella dukhunensis,11,1,0.0000,2026-09-09
Calandrella dukhunensis,13,1,0.0000,2026-09-09
