sta,plate,lat,lon,dist_km,residual_mm_yr,kept
ABAK,EU,53.7694,91.2983,922.2,1.201,1
ABAN,EU,38.1751,-1.0537,266.5,1.246,0
ABEL,EU,38.9232,21.2150,54.8,11.609,0
ABEP,EU,52.1394,-4.5713,1555.8,0.085,1
ABER,EU,57.1440,-2.0802,1175.1,0.666,1
ABIU,EU,46.0777,23.5663,659.0,0.254,1
ABRK,EU,31.1205,53.2265,269.7,15.076,0
ABYW,EU,52.4241,-4.0044,1546.1,0.825,1
ACAL,EU,37.7308,-0.8608,217.2,1.229,0
ACCE,EU,44.4762,6.9882,687.6,0.663,1
ACER,EU,40.7867,15.9424,248.8,4.425,0
ACHE,EU,45.2289,2.9318,924.5,0.365,1
ACHU,EU,47.1244,3.6803,1073.4,0.452,1
ACIN,EU,40.4089,-1.4368,488.7,0.456,0
ACNS,EU,41.7001,-6.3521,642.3,0.517,1
ACOM,EU,46.5479,13.5149,849.2,1.310,1
ACOR,EU,43.3644,-8.3989,758.4,3.530,0
ACQU,EU,38.0561,14.5883,57.6,7.326,0
ADAR,EU,52.7892,-4.7413,1486.6,0.446,1
ADAX,EU,43.7108,-1.0556,841.6,0.161,1
ADCS,EU,44.0882,27.9657,371.4,0.202,0
ADJU,EU,46.0954,27.1893,590.0,0.410,1
ADR2,EU,52.1798,5.9598,1511.2,0.133,1
AEGY,EU,45.1864,28.8151,500.7,0.635,1
AFAL,EU,46.5271,12.1745,831.3,0.780,1
AFYN,EU,38.7384,30.5610,207.9,22.183,0
AGDE,EU,43.2964,3.4664,705.5,0.367,1
AGDS,EU,43.3127,3.4743,707.1,0.168,1
AGEN,EU,44.1725,0.6116,848.7,0.152,1
AGID,EU,39.7176,43.0329,179.3,6.070,0
AGIG,EU,44.0865,28.6419,379.5,0.532,0
AGNE,EU,45.4679,7.1396,781.1,0.443,1
AGR2,EU,40.3549,15.8285,209.6,3.892,0
AGRD,EU,41.8490,-1.9306,641.1,0.044,1
AGRG,EU,37.3203,13.6012,145.7,3.609,0
AGRI,EU,38.6240,21.4090,27.2,12.356,0
AGRN,EU,37.3033,13.5965,147.5,3.096,0
AGU1,EU,40.5756,-8.4469,456.1,0.462,0
AICI,EU,43.3336,-1.0144,800.9,0.247,1
AIGI,EU,38.2420,22.0727,14.9,27.432,0
AIGL,EU,44.1214,3.5813,793.7,0.172,1
AIGS,EU,40.1919,44.5093,285.9,7.170,0
AILT,EU,47.8770,3.3559,1156.1,0.313,1
AINR,EU,47.8034,12.9454,978.9,1.370,1
AIO2,EU,39.0614,-1.0592,354.7,1.072,0
AIRM,EU,37.8065,-1.1286,225.6,0.987,0
AIZP,EU,56.7187,21.6044,1817.6,0.558,1
AJAC,EU,41.9275,8.7626,370.0,0.233,0
AJAL,EU,41.2161,-2.2736,568.9,0.301,1
AJOE,EU,59.0121,27.4239,1801.3,0.727,1
AKAL,EU,41.4101,43.4927,334.4,4.643,0
AKDG,EU,39.6602,35.8716,134.5,20.678,0
AKHA,EU,41.6308,42.9681,327.5,3.273,0
AKHR,EU,38.3693,31.4297,251.1,22.669,0
AKSR,EU,38.3704,33.9982,267.8,19.350,0
ALAC,EU,38.3389,-0.4812,271.8,0.298,0
ALAT,EU,41.6729,13.3835,324.2,1.801,0
ALBA,EU,38.9779,-1.8564,325.6,1.084,0
ALBM,EU,43.9472,2.1524,796.7,0.518,1
ALBO,EU,35.9398,-3.0342,15.4,2.949,0
ALC2,EU,41.0569,-0.1439,538.5,0.206,1
ALC3,EU,37.9820,12.9667,72.4,4.085,0
ALC5,EU,41.0579,-0.1453,538.6,0.772,1
ALCI,EU,48.4569,38.9061,870.7,0.388,1
ALCO,EU,38.6980,-0.4735,308.4,0.621,0
ALDA,EU,42.7544,-2.3319,739.6,0.199,1
ALDB,EU,52.1532,1.6028,1626.9,0.550,1
ALE3,EU,40.8492,25.8535,59.7,1.331,0
ALES,EU,44.9231,8.6163,683.1,0.688,1
ALGC,EU,36.1110,-5.4442,157.9,3.635,0
ALGY,EU,47.4612,5.6063,1031.6,0.232,1
ALHA,EU,37.8042,-1.4467,213.8,1.058,0
ALIA,EU,40.6709,-0.7032,516.6,0.109,1
ALIF,EU,41.3270,14.3346,285.3,2.312,0
ALIG,EU,42.1046,43.6490,403.8,3.380,0
ALIN,EU,44.9231,8.6163,683.1,0.712,1
ALK2,EU,52.6507,4.7437,1587.5,1.263,1
ALKS,EU,57.4397,27.0353,1851.5,0.634,1
ALLE,EU,45.1988,3.7118,889.5,0.367,1
ALM1,EU,36.8322,-2.4850,81.2,3.031,0
ALM3,EU,52.3714,5.2224,1547.2,0.210,1
ALME,EU,36.8525,-2.4594,83.7,1.466,0
ALMO,EU,38.7055,-4.1802,319.7,1.175,0
ALMR,EU,36.8627,-2.4409,85.0,1.235,0
ALMZ,EU,41.5031,-2.5390,600.2,0.502,1
ALOR,EU,39.9344,4.1402,328.9,0.319,0
ALPE,EU,45.0866,6.0835,782.3,0.134,1
ALPH,EU,52.1311,4.6256,1536.4,0.213,1
ALRA,EU,41.7339,14.0344,332.6,3.006,0
ALSA,EU,42.8915,-2.1644,755.4,0.712,1
ALSN,EU,44.9232,8.6164,683.1,0.730,1
ALT2,EU,40.8228,16.5586,219.2,4.331,0
ALU2,EU,47.0419,3.6268,1068.3,0.222,1
ALUK,EU,57.4241,27.0719,1849.8,0.256,1
ALXN,EU,48.6710,33.1126,840.4,0.289,1
ALXR,EU,43.9699,25.3266,387.5,1.679,0
ALYT,EU,54.3933,24.0397,1531.4,0.300,1
AMA1,EU,38.2087,-7.2279,276.8,1.151,0
AMAS,EU,40.6657,35.8493,33.7,16.113,0
AMB2,EU,45.5406,3.7501,920.8,0.351,1
AMBE,EU,54.4342,-2.9647,1390.8,0.153,1
AMBL,EU,49.8594,0.9943,1435.8,0.331,1
AME1,EU,53.4644,5.9213,1648.9,1.457,1
AME2,EU,53.4833,5.8669,1651.9,2.045,0
AMEL,EU,53.4465,5.7649,1649.8,0.643,1
AMER,EU,51.6772,-0.5594,1663.3,0.181,1
AMIY,EU,47.9650,2.7282,1191.0,0.272,1
AMNS,EU,49.8588,2.2384,1385.3,0.601,1
AMPE,EU,46.4147,12.7990,824.5,0.675,1
AMS1,EU,48.1468,14.8567,1028.7,1.175,1
AMS2,EU,52.3856,4.9275,1555.5,0.765,1
AMST,EU,52.3873,4.8356,1557.9,0.359,1
AMU1,EU,43.0562,-3.0036,773.8,0.404,1
AMUR,EU,40.9073,16.6040,225.1,4.372,0
ANAV,EU,37.7334,23.9041,119.2,30.435,0
ANAY,EU,45.2403,4.6817,855.7,0.424,1
ANC3,EU,43.6072,13.5316,532.1,2.796,0
ANCG,EU,43.6028,13.5020,530.9,3.669,0
ANCM,EU,43.6206,13.5087,533.0,3.950,0
AND1,EU,69.3261,16.1348,535.4,1.187,1
AND2,EU,38.0404,-4.0298,246.4,0.787,0
ANDE,EU,48.7908,4.9543,1185.8,0.261,1
ANDO,EU,69.2784,16.0087,537.4,1.441,1
ANDU,EU,38.0404,-4.0303,246.4,0.844,0
ANDY,EU,49.8575,19.3735,1163.1,0.262,1
ANG3,EU,40.9309,15.1839,247.5,2.702,0
ANGE,EU,47.4719,-0.5478,1225.7,0.345,1
ANGL,EU,46.4056,-1.4061,1135.3,0.250,1
ANJM,EU,53.3708,6.1524,1634.7,1.026,1
ANK2,EU,39.8428,32.7753,117.7,24.091,0
ANKR,EU,39.8874,32.7585,112.5,23.383,0
ANKY,EU,35.8670,23.3011,61.9,30.987,0
ANLX,EU,51.6893,-5.0792,1584.8,0.282,1
ANMU,EU,36.0690,32.8651,186.8,10.165,0
ANNO,EU,45.2414,4.6657,856.4,0.323,1
ANNY,EU,45.8978,6.1143,859.2,0.332,1
ANRK,EU,39.8560,32.8462,118.1,22.297,0
ANSB,EU,49.3068,10.5883,1139.4,0.398,1
ANT2,EU,39.0611,8.4548,103.5,0.442,0
ANT3,EU,51.2032,4.4474,1445.7,0.242,1
ANTL,EU,36.8884,30.6664,170.7,14.489,0
AO01,EU,45.7368,7.3214,803.0,0.470,1
AOUS,EU,44.7109,5.0578,789.8,0.457,1
APEL,EU,52.2119,5.9623,1514.6,0.259,1
APPL,EU,51.0569,-4.1997,1666.2,0.587,1
APRC,EU,41.7574,15.5428,344.0,4.112,0
APRI,EU,41.5968,12.6646,297.6,0.449,0
AQRA,EU,42.3659,13.3743,397.8,1.938,0
AQSA,EU,39.7210,16.0837,155.2,3.763,0
AQUI,EU,42.3682,13.3503,397.3,2.273,0
ARA1,EU,46.4946,15.5088,838.6,1.042,1
ARA2,EU,46.4946,15.5088,838.6,1.048,1
ARAC,EU,37.8939,-6.5654,279.9,1.366,0
ARAD,EU,46.1732,21.3446,728.2,0.688,1
ARAJ,EU,40.0253,-3.6125,445.3,1.399,0
ARAN,EU,45.7152,5.4247,868.8,0.731,1
ARAS,EU,39.9450,-1.1016,446.0,0.234,0
ARBU,EU,39.5248,8.5940,143.8,0.461,0
ARC1,EU,39.3667,16.2255,124.4,3.588,0
ARC2,EU,46.6732,0.6534,1116.4,0.292,1
ARCE,EU,43.5049,12.9494,508.8,3.033,0
ARDA,EU,41.1113,42.6991,268.1,2.989,0
ARDL,EU,51.9158,0.9619,1626.5,0.254,1
ARDN,EU,47.7783,1.8724,1207.7,1.407,1
ARDU,EU,41.6658,-3.7426,626.5,1.578,1
ARES,EU,44.7640,-1.1341,955.0,0.283,1
AREZ,EU,43.4637,11.8749,489.9,1.833,0
ARGI,EU,61.9974,-6.7835,608.1,0.704,1
ARIB,EU,42.9351,-1.2621,766.7,0.029,1
ARIS,EU,56.9096,-5.8495,1061.7,0.411,1
ARJ6,EU,66.3180,18.1250,871.4,0.584,1
ARK2,EU,52.7970,-6.1578,1441.9,0.500,1
ARKH,EU,64.5493,40.5260,1579.8,0.468,1
ARLD,EU,47.1335,4.4864,1040.6,0.418,1
ARLO,EU,49.6520,5.8191,1249.3,0.362,1
ARM4,EU,43.2419,2.7660,709.5,0.169,1
ARNA,EU,47.9465,0.1809,1262.4,0.439,1
ARNB,EU,49.1277,12.9834,1125.2,0.501,1
ARNH,EU,51.9526,5.8739,1488.9,0.091,1
ARNR,EU,48.5147,13.9882,1070.4,0.151,1
ARPK,EU,39.0406,38.4873,86.9,18.499,0
ARQT,EU,42.7550,13.1987,433.6,2.953,0
ARRA,EU,38.4928,-8.9611,223.5,0.960,0
ARRD,EU,38.9829,-9.0794,271.0,0.597,0
ARRO,EU,48.1005,1.1231,1264.4,0.284,1
ARSA,EU,38.3011,21.8167,24.4,23.909,0
ARSP,EU,40.2067,-5.0828,503.5,0.331,1
ART1,EU,39.1588,20.9917,80.6,7.881,0
ARTU,EU,56.4298,58.5605,2304.3,0.568,1
ARTV,EU,41.1751,41.8183,229.7,7.095,0
ARUC,EU,40.2857,44.0856,277.6,6.537,0
ARUF,EU,43.0996,-0.4311,761.6,0.285,1
ARVE,EU,45.7437,-1.1076,1058.1,0.198,1
ARYB,EU,47.6180,25.2110,776.5,0.463,1
ASAP,EU,53.2513,-3.4801,1484.0,0.187,1
ASCC,EU,42.8573,13.5930,455.2,3.879,0
ASCH,EU,48.1951,12.3502,1017.2,0.387,1
ASIA,EU,45.8663,11.5254,755.3,0.934,1
ASIR,EU,41.8547,12.6180,324.1,1.766,0
ASS2,EU,52.9777,6.5646,1585.4,0.379,1
AST3,EU,46.3179,48.0535,987.6,0.920,1
AST4,EU,46.3536,48.0565,990.7,1.147,1
ASTI,EU,44.9057,8.2032,692.2,0.534,1
ASTO,EU,42.4572,-6.0547,727.7,0.306,1
ATAL,EU,38.6531,22.9994,7.2,22.620,0
ATBU,EU,43.4760,12.5478,499.3,3.243,0
ATFO,EU,43.3701,12.5671,488.1,3.663,0
ATH1,EU,53.4322,-7.9076,1327.8,0.535,1
ATKA,EU,51.8925,45.0113,1394.6,1.308,1
ATLO,EU,43.3151,12.4071,479.5,1.476,0
ATMI,EU,43.3340,12.2673,479.6,1.859,0
ATRA,EU,42.5760,13.9910,426.0,3.455,0
ATST,EU,42.1683,9.3361,374.8,0.093,0
ATTE,EU,43.1998,12.3505,466.1,1.538,0
ATTL,EU,52.5168,0.9881,1682.8,0.262,1
ATWR,EU,51.2035,4.4476,1445.7,0.467,1
AUB1,EU,48.1975,7.2213,1062.2,0.430,1
AUBG,EU,48.4213,10.9213,1039.9,0.334,1
AUBO,EU,46.4946,6.3938,908.8,0.725,1
AUBT,EU,43.6507,0.7506,790.0,0.172,1
AUBU,EU,48.2169,7.1967,1064.8,0.429,1
AUCH,EU,43.6495,0.5807,794.2,0.366,1
AUDE,EU,50.1765,7.0018,1277.0,0.722,1
AUDR,EU,58.4225,24.3137,1804.5,0.787,1
AULL,EU,44.2089,9.9729,579.6,0.646,1
AUMO,EU,44.7218,3.2836,863.4,0.191,1
AUNI,EU,46.1039,-0.9486,1091.8,0.207,1
AUR1,EU,53.4674,7.4760,1625.0,0.277,1
AURI,EU,43.7066,4.9489,696.7,0.337,1
AUT1,EU,40.5668,23.0037,111.3,7.164,0
AUT2,EU,46.9714,4.3035,1032.8,0.132,1
AUTN,EU,46.9538,4.2890,1031.8,0.272,1
AVAL,EU,47.4940,3.9153,1097.5,0.248,1
AVE1,EU,40.9119,14.7833,239.8,2.296,0
AVEL,EU,41.8816,0.7505,604.4,0.423,1
AVEN,EU,46.1948,4.6062,948.2,0.446,1
AVI2,EU,40.6638,-4.6782,539.0,0.382,1
AVIL,EU,40.6511,-4.6793,537.7,0.179,1
AVIS,EU,39.0566,-7.8895,324.2,1.060,0
AVL1,EU,43.5579,-5.9131,841.9,1.285,1
AVLS,EU,43.5660,-5.9058,842.9,0.870,1
AVO4,EU,40.9004,15.4386,250.2,4.370,0
AVOT,EU,47.6193,5.0142,1067.5,0.418,1
AVR1,EU,44.9561,5.6532,788.6,0.184,1
AVR2,EU,44.9561,5.6532,788.6,0.236,1
AVRA,EU,48.6818,-1.3630,1372.3,0.493,1
AWG1,EU,53.4913,5.9413,1651.4,0.933,1
AXPV,EU,43.4912,5.3332,660.7,0.293,1
AYD1,EU,37.8407,27.8379,34.6,27.091,0
AYOR,EU,39.0613,-1.0592,354.7,0.799,0
AYVL,EU,39.3114,26.6862,6.7,23.251,0
AZGR,EU,39.0879,-28.0229,11.0,1.354,0
AZS2,EU,36.9859,-25.1250,42.1,3.982,0
BABA,EU,44.8840,28.7351,467.4,0.381,0
BAC1,EU,49.6225,2.3833,1357.5,0.526,1
BAC2,EU,42.8395,3.0388,661.5,0.564,1
BACA,EU,46.5621,26.9122,642.5,0.842,1
BACT,EU,44.3877,6.6496,692.6,0.639,1
BADG,EU,51.7697,102.2350,155.7,0.870,0
BADH,EU,50.2280,8.6099,1256.6,0.137,1
BADJ,EU,38.8937,-6.9893,353.6,0.956,0
BAES,EU,44.0292,23.3311,453.3,1.077,0
BAHR,EU,26.2091,50.6081,233.3,21.824,0
BAI1,EU,41.1643,-8.0340,529.2,0.411,1
BAIA,EU,47.6518,23.5577,817.8,0.372,1
BAIO,EU,42.1194,-8.8463,615.7,0.802,1
BAIS,EU,44.0223,23.3405,452.4,1.248,0
BAJA,EU,43.9037,7.7189,604.2,1.762,1
BAJR,EU,42.3577,20.0741,396.7,0.526,0
BAKU,EU,40.3722,49.8144,620.4,3.642,0
BAL2,EU,47.9309,7.5403,1026.7,0.377,1
BALE,EU,46.1811,18.9399,783.7,0.585,1
BALK,EU,39.6394,27.8936,106.9,22.149,0
BALV,EU,57.1283,27.2652,1816.8,0.694,1
BALY,EU,53.6004,20.6020,1509.0,0.501,1
BAN1,EU,42.0331,-7.9717,622.7,1.466,1
BANL,EU,45.3828,21.1367,651.2,0.446,1
BANN,EU,44.3692,4.1563,792.5,0.158,1
BAR0,EU,56.7261,26.6089,1772.7,0.494,1
BAR3,EU,51.5154,0.0969,1622.2,0.404,1
BAR4,EU,56.9544,-7.5005,999.6,0.270,1
BAR5,EU,41.4142,15.0184,297.6,3.419,0
BAR7,EU,47.6331,7.4796,996.6,0.539,1
BAR8,EU,42.4156,-6.9844,690.3,0.058,1
BARC,EU,46.1931,12.5636,797.6,1.363,1
BARD,EU,45.3024,-0.0101,983.3,0.283,1
BART,EU,54.2507,20.8154,1571.4,0.468,1
BARY,EU,43.0357,0.6719,727.3,0.297,1
BAS2,EU,42.0014,9.0489,366.7,1.127,0
BAS4,EU,49.5679,5.9393,1237.4,0.197,1
BAS5,EU,35.1787,77.2150,322.0,20.373,0
BASK,EU,38.0434,44.0173,77.9,17.200,0
BAT1,EU,50.6374,5.8340,1351.4,0.510,1
BAU1,EU,56.4059,24.1862,1750.7,0.424,1
BAUB,EU,43.8769,3.9670,755.2,0.244,1
BAUG,EU,47.5365,-0.0880,1223.1,0.404,1
BAUT,EU,51.1923,14.5217,1363.4,0.049,1
BAVR,EU,41.1166,43.8069,328.9,5.754,0
BAYB,EU,40.2502,40.1914,66.0,2.397,0
BAYF,EU,51.7750,-0.0949,1653.5,0.290,1
BAZO,EU,47.6893,-0.1703,1241.1,0.207,1
BBOR,EU,53.8985,16.8487,1639.9,0.425,1
BBYS,EU,48.7518,19.1510,1054.8,0.129,1
BCL1,EU,41.3418,2.1657,511.6,0.700,1
BCLN,EU,41.4054,2.0042,521.6,0.112,1
BEAR,EU,42.5153,3.1367,624.6,1.450,1
BEAU,EU,49.4297,2.0818,1351.6,0.188,1
BEAV,EU,49.4461,2.1026,1352.3,0.311,1
BEC1,EU,42.8560,-7.1580,730.7,3.048,0
BEDU,EU,53.2997,6.5659,1620.1,0.381,1
BEE1,EU,53.1624,7.0962,1597.0,0.525,1
BEGA,EU,47.6337,13.0007,960.8,0.822,1
BEIL,EU,52.8604,6.5151,1573.6,0.510,1
BEIU,EU,46.6694,22.3515,756.7,1.005,1
BEJE,EU,37.9982,-7.8654,229.2,0.886,0
BEJR,EU,40.3959,-5.7485,546.9,1.423,1
BEJ_,EU,38.0129,-7.8728,230.0,1.261,0
BEL2,EU,39.2949,23.1333,28.4,14.923,0
BEL4,EU,51.2398,19.2063,1310.5,1.699,1
BEL9,EU,50.6399,36.5716,1066.7,0.678,1
BELF,EU,54.5772,-5.9319,1275.0,0.218,1
BELL,EU,41.5996,1.4011,556.8,0.037,1
BELS,EU,51.8352,20.7915,1323.5,0.672,1
BENB,EU,57.4731,-7.3641,957.8,0.495,1
BENE,EU,41.1215,14.7780,263.0,2.577,0
BER2,EU,40.7082,19.9455,237.8,0.684,0
BER3,EU,52.4893,13.3122,1499.1,0.328,1
BER4,EU,50.8623,4.6124,1406.2,0.016,1
BERA,EU,40.7029,19.9563,237.9,0.690,0
BERG,EU,40.6115,-0.0973,490.9,0.988,0
BERH,EU,60.3981,5.3191,1245.7,1.432,1
BERL,EU,50.7007,5.1869,1374.3,0.930,1
BEUD,EU,42.2556,2.6757,603.9,0.404,1
BEUG,EU,50.1304,2.8769,1387.4,0.104,1
BEVA,EU,45.6719,13.0694,746.8,2.275,0
BEVE,EU,44.1941,9.7692,581.0,0.565,1
BEYS,EU,37.6773,31.7466,299.9,17.392,0
BEZA,EU,51.3069,4.3156,1459.8,0.305,1
BEZD,EU,50.5087,16.2293,1268.1,0.122,1
BFD2,EU,49.5614,8.9664,1179.3,0.066,1
BFG5,EU,50.3533,7.5977,1285.0,0.197,1
BFO1,EU,48.3305,8.3249,1054.0,0.341,1
BFST,EU,54.6485,-6.0063,1265.7,0.219,1
BGBC,EU,48.4810,-4.4965,1385.1,0.325,1
BGDR,EU,43.8891,11.8950,537.2,2.107,0
BHAO,EU,36.1637,128.9763,256.8,3.540,0
BHR2,EU,26.2091,50.6081,233.3,21.813,0
BHR3,EU,26.2091,50.6082,233.3,22.170,0
BHR4,EU,26.2091,50.6082,233.3,22.180,0
BIA1,EU,51.6511,20.9514,1300.3,0.274,1
BIAL,EU,53.1321,23.1387,1407.0,0.485,1
BIAX,EU,52.4479,-1.7497,1620.9,0.170,1
BIAZ,EU,43.4720,-1.5369,823.9,0.613,1
BICA,EU,46.8242,25.8514,680.4,0.854,1
BIDA,EU,43.3364,-1.7979,806.8,0.539,1
BIE0,EU,52.7515,23.1871,1365.2,0.080,1
BIE1,EU,50.6706,16.6062,1283.2,0.216,1
BIEL,EU,45.5607,8.0481,764.7,0.130,1
BIER,EU,53.3745,6.8871,1623.1,0.542,1
BIK0,EU,42.8542,74.5332,926.2,2.140,0
BIL1,EU,50.5311,22.7200,1138.6,0.037,1
BILE,EU,40.1415,29.9774,69.7,22.946,0
BILG,EU,50.5315,22.7186,1138.7,0.418,1
BIN2,EU,38.8855,40.5008,11.1,16.173,0
BINE,EU,41.8482,0.2959,611.1,0.071,1
BIOG,EU,41.2000,15.1326,275.8,3.757,0
BIOK,EU,53.1501,23.2029,1407.9,0.430,1
BIPO,EU,52.0237,23.1584,1287.6,0.332,1
BIRG,EU,37.9065,12.5060,79.1,3.291,0
BIRZ,EU,56.2009,24.7583,1723.3,0.135,1
BISK,EU,50.2567,17.4286,1233.5,0.179,1
BIST,EU,47.1289,24.4940,738.7,0.912,1
BIWI,EU,48.7088,7.6582,1107.0,0.428,1
BJFS,EU,39.6086,115.8925,84.2,4.569,0
BJNM,EU,40.2453,116.2241,13.4,3.549,0
BKAL,EU,53.9844,8.3152,1672.2,1.014,1
BL01,EU,46.1370,12.2025,788.3,1.326,1
BLAG,EU,50.2522,127.5557,657.7,1.044,0
BLAN,EU,44.9304,-0.5621,959.3,0.161,1
BLAP,EU,53.7769,-3.0350,1450.1,0.402,1
BLER,EU,50.9586,1.8249,1504.5,0.357,1
BLFT,EU,47.6259,6.8585,1011.7,0.160,1
BLG2,EU,46.1718,5.5741,906.2,0.226,1
BLGN,EU,44.5110,11.3506,604.5,3.926,0
BLGU,EU,42.9582,-0.8007,755.8,0.221,1
BLIG,EU,51.6947,2.8174,1542.6,0.185,1
BLIJ,EU,53.0961,7.0545,1590.5,0.850,1
BLIX,EU,43.8735,6.3667,657.6,0.024,1
BLLM,EU,53.4416,5.6877,1650.8,0.327,1
BLRA,EU,41.8103,13.5603,342.9,2.405,0
BLVR,EU,47.3235,6.6113,986.9,0.614,1
BME1,EU,47.4790,19.0577,928.2,0.670,1
BMHG,EU,49.6592,-1.8296,1486.1,0.471,1
BMNT,EU,43.8774,0.9773,808.9,0.409,1
BNAF,EU,37.2324,-8.1267,143.9,1.643,0
BNT4,EU,51.6760,-9.4497,1345.7,0.548,1
BOBB,EU,44.7706,9.3834,650.2,0.932,1
BOCH,EU,49.9677,20.4060,1149.1,2.524,0
BOCN,EU,45.5998,11.0343,726.0,1.314,1
BODO,EU,46.7408,16.0902,855.4,1.162,1
BOEN,EU,36.4884,127.7303,147.7,5.453,0
BOGE,EU,52.4752,21.0350,1382.2,0.323,1
BOGI,EU,52.4750,21.0352,1382.2,0.251,1
BOGO,EU,52.4759,21.0353,1382.3,0.321,1
BOGU,EU,49.4763,1.1134,1396.6,0.246,1
BOIS,EU,49.0937,2.0431,1322.4,0.355,1
BOLE,EU,51.2555,15.5584,1356.8,0.279,1
BOLG,EU,44.5002,11.3568,603.3,3.630,0
BOLO,EU,44.4876,11.3288,601.9,3.094,0
BOLU,EU,40.7335,31.6020,11.8,12.989,0
BONN,EU,50.6760,7.1588,1327.5,0.311,1
BOR1,EU,52.2770,17.0735,1459.1,0.117,1
BOR2,EU,44.3062,10.6960,583.6,1.495,1
BOR3,EU,53.2894,7.0157,1612.0,0.892,1
BOR8,EU,51.6997,3.0567,1535.7,0.092,1
BORB,EU,38.8103,-7.4625,322.0,0.258,0
BORC,EU,46.4372,12.2181,821.6,0.906,1
BORJ,EU,53.5789,6.6664,1648.6,0.185,1
BORK,EU,53.5637,6.7474,1645.7,0.412,1
BORM,EU,46.4682,10.3640,825.2,0.598,1
BORR,EU,39.9052,-0.0832,418.7,0.347,0
BORS,EU,47.0903,21.7858,813.4,0.617,1
BOSS,EU,44.7159,0.6540,905.6,0.519,1
BOTI,EU,41.6929,-7.6581,595.1,0.274,1
BOUF,EU,47.1606,-1.6381,1220.5,0.347,1
BOUG,EU,47.1656,-1.6410,1221.0,0.448,1
BOUS,EU,46.2880,2.2358,1050.1,0.241,1
BOV2,EU,38.1441,16.1671,49.3,4.037,0
BOVE,EU,49.4299,2.1192,1350.1,0.363,1
BOXM,EU,51.6400,5.9829,1453.5,0.204,1
BOYT,EU,41.4610,34.7967,37.7,2.682,0
BPDL,EU,52.0353,23.1274,1289.4,0.132,1
BPTK,EU,55.1807,-6.1545,1210.2,0.424,1
BRAE,EU,57.0067,-3.3956,1138.0,0.591,1
BRAG,EU,41.5533,-8.4289,561.2,0.766,1
BRAI,EU,45.2677,27.9733,501.4,0.985,1
BRAS,EU,44.1222,11.1131,561.6,1.577,1
BRBZ,EU,46.7966,11.9413,859.9,0.783,1
BRC1,EU,54.2221,21.3535,1556.7,0.036,1
BRCT,EU,51.3535,4.6281,1456.3,0.477,1
BRD2,EU,51.5634,4.7464,1474.7,0.322,1
BRDO,EU,42.7746,9.4749,434.7,0.279,0
BRE2,EU,46.8397,-0.4736,1157.0,0.196,1
BREA,EU,45.5649,10.2328,726.2,0.539,1
BREC,EU,51.9529,-3.3817,1612.4,0.197,1
BREE,EU,51.1431,5.6469,1408.7,0.451,1
BREI,EU,47.5487,10.5510,944.2,0.480,1
BRES,EU,48.4207,-4.4549,1378.0,0.422,1
BRET,EU,48.6103,2.3150,1267.1,0.240,1
BREU,EU,45.5649,10.2326,726.2,0.699,1
BREV,EU,48.9462,1.5271,1331.4,0.480,1
BRG9,EU,45.9598,1.7561,1021.7,0.288,1
BRGA,EU,41.5640,-8.4126,562.6,0.428,1
BRGG,EU,51.1907,3.2002,1480.6,0.080,1
BRGN,EU,41.8074,-6.7639,636.5,0.558,1
BRIS,EU,44.2248,11.7660,573.6,3.394,0
BRIV,EU,45.1570,1.4880,938.1,0.262,1
BRIZ,EU,42.4723,-8.2792,663.4,0.652,1
BRJA,EU,41.8349,-1.5262,643.5,0.195,1
BRLD,EU,46.2330,27.6443,606.1,1.808,0
BRM2,EU,48.7112,7.7066,1106.4,0.418,1
BRMF,EU,45.7261,4.9384,890.8,0.447,1
BRMG,EU,47.9077,7.6329,1022.1,0.571,1
BRML,EU,47.9078,7.6330,1022.1,0.444,1
BRMZ,EU,48.0015,0.4775,1263.5,0.520,1
BRN1,EU,44.6682,4.1692,820.4,0.867,1
BRNA,EU,53.3324,83.7764,1412.0,1.269,1
BRNH,EU,53.3102,6.6779,1619.4,0.323,1
BROD,EU,53.3324,19.3610,1515.3,0.121,1
BRS1,EU,52.7411,22.8386,1370.2,0.139,1
BRS2,EU,42.3366,13.5816,399.8,2.391,0
BRSE,EU,46.1000,12.0841,783.4,1.176,1
BRST,EU,48.3805,-4.4966,1374.0,0.562,1
BRTM,EU,45.3636,0.6494,975.1,0.452,1
BRTS,EU,52.0876,23.7134,1284.9,0.218,1
BRUG,EU,44.2364,9.7249,586.3,0.621,1
BRUS,EU,50.7978,4.3592,1406.6,0.016,1
BRUX,EU,50.7981,4.3586,1406.6,0.109,1
BRWO,EU,54.3846,19.8277,1609.0,0.575,1
BRZR,EU,43.0659,-2.7111,774.1,0.381,1
BSCN,EU,47.2469,5.9894,997.7,0.250,1
BSSO,EU,41.5461,14.5940,309.3,3.021,0
BSVZ,EU,45.6428,13.8752,757.2,2.500,0
BTAC,EU,45.2578,11.2783,687.6,1.417,1
BTMN,EU,37.8636,41.1545,81.1,16.465,0
BUAN,EU,48.4862,5.3536,1142.7,0.260,1
BUCE,EU,45.4132,25.4703,534.2,0.620,1
BUCI,EU,51.9955,-1.0166,1689.9,0.360,1
BUCK,EU,57.6761,-2.9615,1095.9,0.350,1
BUCU,EU,44.4639,26.1257,418.9,1.158,0
