sta,lat,lon,ve,vn,sve,svn,dur_yr,ngl_plate
EDSO,57.02824,-135.787499,-0.016101,-0.003500,0.000842,0.000764,2.9377,PA
EDSV,-25.375799,151.119787,0.024231,0.054092,0.000149,0.000139,12.0575,AU
EDTP,33.720749,-85.026836,-0.013622,0.001401,0.000112,0.000311,9.3854,NA
EDU1,41.868968,-80.124259,-0.015807,0.002512,0.000203,0.000215,7.9863,NA
EDVD,40.912681,-8.484298,0.017402,0.016501,0.000169,0.000169,17.5633,EU
EDWA,33.406271,-82.662238,-0.013243,0.002440,0.000092,0.000118,9.1828,NA
EEKL,51.189909,3.564701,0.017858,0.015798,0.000098,0.000105,23.3019,EU
EEM2,53.240613,6.688423,0.017160,0.015910,0.000330,0.000264,3.5921,EU
EEMS,53.239865,6.687023,0.018376,0.016613,0.000148,0.000206,9.0814,EU
EESC,-22.004947,-47.899181,-0.003939,0.012272,0.000148,0.000145,14.5106,SA
EEXT,53.024183,6.763265,0.017900,0.016400,0.000181,0.000176,6.5462,EU
EFAY,36.100248,-94.101731,-0.013796,-0.001830,0.000255,0.000293,5.7933,NA
EFBG,50.525299,6.88187,0.018756,0.016019,0.000141,0.000128,21.1170,EU
EGA1,44.826561,-93.200806,-0.016164,-0.002170,0.000169,0.000176,13.0131,NA
EGAN,39.345243,-114.938856,-0.016643,-0.009491,0.000120,0.000101,29.1663,NA
EGIO,38.25463,22.07549,0.010665,-0.007646,0.000416,0.000461,6.2861,EU
EGLI,43.030943,-120.786805,-0.015026,-0.007686,0.000213,0.000297,11.1129,NA
EGLT,45.403354,2.051998,0.019277,0.016070,0.000104,0.000112,24.8570,EU
EGMT,54.036104,-113.155348,-0.015601,-0.010058,0.001154,0.001692,17.0486,NA
EH01,27.815232,-17.922947,0.016673,0.016314,0.000208,0.000229,10.4723,AF
EHOP,-37.030255,141.278146,0.022960,0.057995,0.000515,0.000351,2.1410,AU
EHVN,51.43359,5.465804,0.018068,0.016026,0.000095,0.000098,21.0349,EU
EIC2,48.911752,11.192391,0.020127,0.016036,0.000296,0.000115,10.8693,EU
EIIV,37.513604,15.082085,0.023282,0.016380,0.000152,0.000179,20.8268,EU
EIJS,50.758242,5.683611,0.018055,0.015996,0.000088,0.000085,29.9575,EU
EIL1,64.687939,-147.112967,-0.006885,-0.023040,0.000248,0.000355,12.3833,NA
EIL2,64.687939,-147.112967,-0.006879,-0.023486,0.000301,0.000366,7.3621,NA
EIL3,64.687888,-147.113018,-0.008633,-0.021022,0.000249,0.000308,10.7789,NA
EIL4,64.687888,-147.113018,-0.008610,-0.020968,0.000261,0.000317,10.7789,NA
EILX,54.222504,9.435964,0.017814,0.015198,0.000201,0.000184,10.8911,EU
EIND,51.435125,5.481458,0.016759,0.014409,0.000672,0.000621,3.4826,EU
EINF,54.338765,9.139677,0.018607,0.014917,0.000513,0.000421,1.7632,EU
EISL,-27.148209,-109.383294,0.068078,-0.006420,0.000658,0.000526,11.0144,PA
EITO,54.314686,8.950108,0.017729,0.016976,0.001363,0.000906,3.0062,EU
EIVI,38.951196,1.406878,0.020502,0.016673,0.000174,0.000209,10.2807,EU
EJEA,42.125907,-1.129927,0.019121,0.016250,0.000127,0.000124,15.7782,EU
EJID,36.7527,-2.803562,0.018340,0.015897,0.000211,0.000199,5.8918,EU
EKAR,45.849264,11.568795,0.020165,0.016025,0.000273,0.000333,4.3532,EU
EKAT,56.827131,60.631479,0.024495,0.005071,0.000371,0.000554,4.9856,EU
EKBG,56.834846,60.540694,0.025598,0.005156,0.000216,0.000260,4.8350,EU
EKIZ,38.058833,37.187941,0.011212,0.020220,0.000470,0.000266,6.7872,EU
EKTB,56.881632,60.679352,0.023121,0.005190,0.000696,0.000523,3.4031,EU
EKTG,56.877533,60.681173,0.024920,0.005535,0.000187,0.000226,7.8632,EU
EKTR,56.877556,60.681653,0.025251,0.005645,0.000290,0.000491,10.0835,EU
EKVN,37.53329,128.448923,0.034766,-0.013087,0.001085,0.000971,3.0034,EU
EKY1,27.600418,-82.760322,-0.012492,0.001390,0.001042,0.000618,5.3279,NA
EKY2,27.600859,-82.7606,-0.009650,0.001266,0.000976,0.000583,4.2902,NA
EKZ1,38.058169,37.187276,0.012931,0.020613,0.000583,0.000410,3.6167,EU
ELA2,-35.18021,-69.813641,-0.029787,0.016920,0.001112,0.000923,6.8392,SA
ELAT,29.509281,34.920602,0.025284,0.020822,0.000128,0.000107,29.4839,AR
ELAZ,38.644675,39.256466,0.010663,0.021579,0.000319,0.000354,15.0363,EU
ELB3,45.989358,-95.974215,-0.016961,-0.004407,0.000223,0.000287,6.2423,NA
ELBA,42.752902,10.211099,0.020673,0.016166,0.000172,0.000143,25.7632,EU
ELBL,54.155556,19.400356,0.020473,0.014120,0.000124,0.000144,18.2916,EU
ELBN,-31.79084,115.986485,0.038544,0.057360,0.000331,0.000366,2.7324,AU
ELCI,42.514895,-2.618243,0.018877,0.016140,0.000135,0.000140,14.2149,EU
ELDA,-33.036931,27.832645,0.015334,0.018169,0.000124,0.000139,12.5174,AF
ELDC,58.971867,-135.222199,-0.011165,-0.011913,0.000147,0.000151,20.1917,PA
ELDN,-33.03813,27.828681,0.015892,0.019051,0.000255,0.000242,11.5127,AF
ELDO,38.605359,-121.058229,-0.021604,-0.001783,0.002138,0.003027,1.0212,PA
ELEN,16.916056,-89.867614,-0.007187,0.000706,0.000284,0.000267,14.1957,NA
ELEP,19.450285,-155.524948,-0.034342,0.025183,0.001623,0.000364,25.7002,PA
ELEY,63.740672,-22.95804,0.011420,0.026945,0.000625,0.000622,2.3928,NA
ELFR,51.743735,-103.862916,-0.016737,-0.008503,0.000156,0.000372,6.3628,NA
ELG1,46.052321,-64.08471,-0.015394,0.008278,0.000234,0.000350,6.2916,NA
ELG2,45.564862,-117.928429,-0.012670,-0.010529,0.000422,0.000348,10.5079,NA
ELGE,43.137062,-2.486349,0.018907,0.016518,0.000127,0.000135,21.2430,EU
ELGI,37.354575,-114.521892,-0.016025,-0.008110,0.000787,0.000701,11.9042,NA
ELGN,45.564863,-117.928427,-0.013516,-0.009988,0.000415,0.000256,7.8193,NA
ELHA,33.666768,-5.364734,0.017165,0.017238,0.000747,0.000718,2.5845,EU
ELI1,49.90223,-97.757515,-0.016668,-0.004035,0.000407,0.000479,2.3874,NA
ELIE,49.902478,-97.756645,-0.017433,-0.003805,0.000449,0.000383,3.5975,NA
ELIZ,49.873053,-127.122665,-0.006775,-0.007334,0.000183,0.000166,26.0315,PA
ELK1,54.776663,24.644569,0.021035,0.013456,0.000131,0.000124,18.7187,EU
ELK3,45.658657,-90.539588,-0.017035,-0.001313,0.000142,0.000161,14.3162,NA
ELKL,47.730933,-80.334823,-0.016534,0.001361,0.000507,0.000447,6.1164,NA
ELKO,40.91469,-115.817199,-0.017332,-0.009614,0.000111,0.000093,28.8296,NA
ELKT,43.658339,-92.688743,-0.016072,-0.001531,0.000138,0.000160,18.4860,NA
ELLI,-38.243447,145.935971,0.018588,0.056970,0.000649,0.000974,1.3771,AU
ELLY,33.583499,-118.12879,-0.039644,0.019443,0.000369,0.000221,13.4812,PA
ELMA,12.465835,-86.67475,0.008201,0.012069,0.001005,0.000933,6.2450,NA
ELOA,-21.424887,-70.056792,0.027889,0.016986,0.000305,0.000268,7.9972,SA
ELRO,33.182009,35.77065,0.022432,0.022956,0.000201,0.000178,14.7461,AR
ELSC,34.029734,-118.208435,-0.037836,0.013933,0.000129,0.000127,27.2060,PA
ELSG,33.649142,-117.426024,-0.037268,0.016328,0.000192,0.000173,11.5401,PA
ELSR,47.497604,-122.760585,-0.008890,-0.008152,0.000168,0.000146,22.0890,NA
ELTN,34.703118,-118.425733,-0.028059,0.006892,0.000184,0.000285,15.1923,PA
ELTS,34.599291,-118.453763,-0.028746,0.010552,0.000594,0.000494,3.9945,PA
ELVA,38.879369,-7.159408,0.018647,0.017076,0.000454,0.000363,4.1041,EU
ELVI,10.394695,-85.445806,0.010552,0.021571,0.000851,0.000608,19.3101,PM
ELY1,47.90227,-91.832434,-0.017225,-0.002498,0.000131,0.000161,18.4449,NA
EM01,43.559072,-116.228345,-0.015671,-0.010268,0.000227,0.000234,4.9418,NA
EMAT,-31.146673,-71.662679,0.026050,0.018334,0.000473,0.000444,19.2909,SA
EMAZ,43.242487,-3.411442,0.018552,0.016212,0.000247,0.000276,5.2759,EU
EMB2,45.269425,-75.305434,-0.015967,0.003805,0.000224,0.000254,5.3799,NA
EMBN,45.268695,-75.305814,-0.016076,0.003764,0.000169,0.000181,9.0294,NA
EMBR,47.657928,-92.200544,-0.016895,-0.002877,0.000156,0.000162,15.7509,NA
EMBU,-0.507839,37.457507,0.029275,0.016151,0.009775,0.006537,1.3087,SO
EMDE,53.33744,7.027502,0.016352,0.015478,0.000135,0.000114,23.5345,EU
EMIB,-16.532226,-68.081702,0.002140,0.013031,0.000229,0.000201,14.2286,SA
EMIG,44.074385,-112.927471,-0.015671,-0.010067,0.000200,0.000176,20.7639,NA
EMIN,42.701143,27.899788,0.024699,0.013164,0.000516,0.000567,2.2614,EU
EMIR,39.022191,31.144026,0.003007,0.009438,0.000205,0.000255,6.7516,EU
EML2,-37.808608,144.973669,0.018565,0.056128,0.000299,0.000351,9.4730,AU
EMLO,-26.497806,29.983851,0.017123,0.017884,0.000124,0.000120,24.1779,SO
EMM1,58.690745,22.553572,0.020100,0.013296,0.000156,0.000159,11.9534,EU
EMMD,-31.666334,144.285776,0.023263,0.056681,0.000151,0.000130,8.8433,AU
EMME,52.784644,6.89146,0.017814,0.015445,0.000266,0.000305,3.4278,EU
EMMN,52.795604,6.901032,0.017923,0.016176,0.000260,0.000252,4.2300,EU
EMNS,43.722126,10.946601,0.022247,0.017625,0.000336,0.000330,5.9849,EU
EMPO,43.715098,10.934728,0.020886,0.015429,0.000467,0.000570,2.9541,EU
EMPR,18.47705,-66.529548,0.008454,0.013200,0.000263,0.000275,11.1349,NA
EMS1,53.49352,6.84123,0.017102,0.014965,0.000228,0.000248,5.8644,EU
EMSH,53.410861,6.871604,0.017162,0.015743,0.000232,0.000221,5.7933,EU
ENAN,68.360571,15.39026,0.014090,0.015751,0.000264,0.000286,5.5332,EU
ENAO,39.091203,-28.026011,0.015905,0.018535,0.000293,0.000327,7.0582,EU
ENAV,40.582307,14.334886,0.021761,0.016596,0.000134,0.000128,22.6639,EU
ENCG,-21.243312,55.678196,0.016434,0.011089,0.000411,0.000242,22.3052,SO
ENG5,29.878963,-89.941729,-0.012696,-0.000167,0.000271,0.000307,24.6188,NA
ENG6,29.879184,-89.942086,-0.012342,-0.000659,0.000216,0.000290,24.1096,NA
ENGE,53.212754,6.643744,0.018045,0.016678,0.000172,0.000179,7.4470,EU
ENGI,66.96627,14.160037,0.014036,0.015787,0.000284,0.000282,5.5332,EU
ENGL,39.461516,-120.537184,-0.021203,-0.004131,0.000658,0.000489,10.2724,NA
ENHM,-20.444663,140.717293,0.029603,0.050693,0.000314,0.000207,3.6523,AU
ENIS,54.395404,-7.644849,0.013080,0.016880,0.000144,0.000124,17.7714,EU
ENLE,66.111739,13.114719,0.014280,0.015697,0.000277,0.000291,7.2525,EU
ENLO,68.19129,17.791798,0.015177,0.015241,0.000304,0.000347,5.5332,EU
ENMX,51.065685,-114.230528,-0.015397,-0.008689,0.000662,0.000713,2.0397,NA
ENN1,37.569759,14.274303,0.021589,0.018476,0.000728,0.000445,3.0280,EU
ENNA,60.767128,-101.696253,-0.018368,-0.007128,0.000365,0.000447,5.3196,NA
ENOG,-21.235671,55.695062,0.019265,0.011212,0.000760,0.000359,14.9651,SO
ENRA,66.43669,14.041585,0.014393,0.015449,0.000301,0.000280,6.6584,EU
ENRO,67.520135,12.104218,0.013452,0.015943,0.000231,0.000212,7.0363,EU
ENS1,52.223641,6.88629,0.018532,0.016189,0.000985,0.001140,1.0569,EU
ENSC,52.239532,6.863588,99.999999,99.999999,0.036756,0.042114,11.3183,EU
ENSH,-23.478306,148.520254,0.025327,0.055334,0.000237,0.000187,16.0055,AU
ENSL,66.730778,13.271672,0.013770,0.015834,0.000215,0.000192,7.2525,EU
ENTB,0.059983,32.476015,0.024487,0.016857,0.000721,0.000614,4.6105,SO
ENTC,63.701081,-19.182189,0.006904,0.020383,0.000586,0.001131,4.3312,NA
ENTM,39.47119,-8.473903,0.017998,0.016848,0.000152,0.000149,12.1068,EU
ENTR,45.431256,-117.288083,-0.013686,-0.010048,0.000167,0.000165,17.6427,NA
ENTZ,48.549362,7.639905,0.019469,0.015756,0.000102,0.000103,21.7194,EU
ENUM,47.206207,-121.955585,-0.010352,-0.007983,0.000154,0.000155,22.0890,NA
ENZA,44.907342,9.736592,0.021392,0.017051,0.000288,0.000251,6.9076,EU
EOCG,34.450848,-119.76978,-0.042874,0.020201,0.000257,0.000263,12.1369,PA
EOCH,36.125204,125.968484,0.029959,-0.010566,0.000206,0.000239,5.3881,EU
EOC_,51.05787,-114.061321,-0.015201,-0.009670,0.000342,0.000359,4.6242,NA
EOST,48.579844,7.762497,0.019269,0.015681,0.000104,0.000136,19.3621,EU
EOUT,41.253196,-111.928909,-0.015017,-0.008868,0.000151,0.000127,23.0746,NA
EPAS,37.919668,-117.880708,-0.016380,-0.008680,0.000196,0.000222,20.2984,NA
EPE1,52.161271,7.004267,0.013390,0.026189,0.000281,0.000341,9.8590,EU
EPEN,50.76314,5.931073,0.018105,0.015404,0.000293,0.000339,4.1259,EU
EPGZ,-32.029525,-61.224755,-0.002004,0.010957,0.000179,0.000187,8.0657,SA
EPHR,47.329335,-119.544681,-0.012883,-0.010017,0.000125,0.000132,20.0931,NA
EPL1,51.997929,3.27505,0.017485,0.016795,0.000714,0.000920,10.2861,EU
EPLA,19.529449,-155.450308,-0.058964,0.037802,0.000462,0.000395,8.6379,PA
EPP1,40.512912,-107.567516,-0.014551,-0.007142,0.000160,0.000191,12.8679,NA
EPR2,49.216497,-0.36638,0.017662,0.016586,0.000149,0.000169,11.4470,EU
EPRN,49.216565,-0.366482,0.017597,0.016530,0.000178,0.000218,7.2306,EU
EPRT,44.90871,-66.992131,-0.015384,0.006809,0.000187,0.000209,20.4710,NA
EPS1,49.98565,36.254661,0.024178,0.009030,0.001093,0.001393,3.9973,EU
EPSF,-31.639929,-60.672144,-0.002130,0.011596,0.000174,0.000176,14.1300,SA
EPSM,-36.718077,144.314606,0.020325,0.056621,0.000234,0.000287,13.6290,AU
EPZA,10.140939,-85.568064,0.013429,0.023562,0.000669,0.000671,17.1390,PM
EQH2,50.680354,1.567559,0.017499,0.016386,0.000133,0.000148,15.1239,EU
EQNU,69.116567,-49.685175,-0.019437,0.012085,0.000700,0.000872,1.9657,NA
ERAS,-23.686666,27.696091,0.018255,0.017964,0.000119,0.000110,24.6625,SO
ERCK,48.873029,7.364213,0.019167,0.016056,0.000100,0.000109,17.3306,EU
ERFU,51.005225,11.028242,0.019324,0.015528,0.000112,0.000119,25.8316,EU
ERGM,43.242356,-5.776492,0.017320,0.017078,0.000151,0.000133,17.4264,EU
ERGN,38.269606,39.758194,0.018304,0.025456,0.000356,0.000306,15.3238,EU
ERI1,42.113073,-80.013943,-0.016076,0.002140,0.000323,0.000399,2.8172,NA
ERIE,42.904372,-78.959659,-0.016117,0.002782,0.000179,0.000192,9.0075,NA
ERL1,39.023205,-84.605908,-0.014654,0.000822,0.000221,0.000225,9.8618,NA
ERL2,19.852266,-155.926821,-0.062841,0.035037,0.000355,0.000463,12.7474,PA
ERLA,49.586494,11.004575,0.019734,0.015519,0.000101,0.000098,29.0321,EU
ERLN,23.797592,120.41956,0.033219,-0.007401,0.002699,0.001988,12.5832,PS
ERMG,-26.712203,143.262305,0.026726,0.056896,0.000130,0.000139,11.9781,AU
EROA,-36.787457,145.523037,0.019055,0.055609,0.000456,0.000395,1.8672,AU
ERPE,50.922531,3.969234,0.017721,0.015982,0.000108,0.000103,23.2991,EU
ERPL,49.547791,6.32318,0.018817,0.015676,0.000117,0.000113,19.4168,EU
ERPN,22.942179,121.166115,-0.023333,0.029362,0.000499,0.000551,17.2539,PS
ERRA,31.923415,-4.438702,0.018614,0.020991,0.000619,0.000371,1.8617,AF
ERRG,33.116446,-115.822735,-0.028781,0.006232,0.000175,0.000212,12.1341,PA
ERSK,47.663327,-95.98468,-0.016757,-0.003635,0.000122,0.000137,18.4065,NA
ERWO,-43.522696,170.861337,-0.025047,0.031563,0.001362,0.001377,1.1800,PA
ERZ1,39.745839,39.50612,0.014064,0.015985,0.000445,0.000523,2.8748,EU
ERZ2,39.707861,39.697043,0.016623,0.016152,0.000797,0.000558,3.3292,EU
ERZ3,19.507041,-154.820946,-0.063488,0.027103,0.000866,0.000759,8.2683,PA
ERZ4,19.516955,-154.86102,-2.487794,1.522398,0.079432,0.020220,2.5736,PA
ERZI,39.745672,39.506072,0.014914,0.016793,0.000549,0.000693,3.9069,EU
ERZR,39.90561,41.255468,0.025654,0.014571,0.000235,0.000269,15.0363,EU
ES03,52.218441,4.419474,0.017128,0.016488,0.000180,0.000212,5.9192,EU
ES04,52.218442,4.419474,0.017147,0.016601,0.000207,0.000229,4.7775,EU
ES13,49.871765,8.623338,0.019009,0.015893,0.000271,0.000224,4.3614,EU
ES14,49.871765,8.623338,0.018597,0.015651,0.000273,0.000242,3.5537,EU
ES17,49.871765,8.623338,0.018565,0.015688,0.000263,0.000234,3.5537,EU
ESAB,45.307106,4.797908,0.019889,0.016374,0.000153,0.000141,16.8652,EU
ESAP,54.265974,8.84179,0.018216,0.015647,0.000325,0.000251,4.9692,EU
ESBC,55.493567,8.456828,0.017312,0.015390,0.000118,0.000098,21.5058,EU
ESBH,55.460273,8.439774,0.016275,0.016506,0.000147,0.000124,17.4702,EU
ESC2,40.578341,-4.126941,0.018867,0.016643,0.000236,0.000166,11.5345,EU
ESCN,33.128852,-117.118263,-0.038931,0.016931,0.000225,0.000211,6.7844,PA
ESCO,42.693577,0.975668,0.019632,0.016472,0.000123,0.000124,27.0417,EU
ESCU,47.073405,-64.798713,-0.015680,0.007864,0.000102,0.000116,21.6975,NA
ESDL,-36.461748,147.23978,0.017945,0.055304,0.000361,0.000281,4.6598,AU
ESE2,33.674794,-116.993858,-0.034089,0.013638,0.000263,0.000223,12.4490,PA
ESH5,55.460581,8.443094,0.017487,0.015655,0.000273,0.000271,4.8569,EU
ESIS,78.060983,13.620745,0.010724,0.013978,0.000481,0.000499,5.6783,NA
ESKD,55.312399,-3.206931,0.015240,0.016379,0.000136,0.000131,20.7447,EU
ESKS,39.745687,30.463612,0.002118,0.009061,0.000151,0.000174,15.0363,EU
ESLN,37.693416,14.974332,0.025365,0.003794,0.000237,0.001049,20.9364,EU
ESMA,55.316315,-3.206987,0.015236,0.016390,0.000244,0.000217,6.8282,EU
ESMR,0.934649,-79.724372,0.016414,0.015208,0.000515,0.000275,18.6393,SA
ESNO,48.124435,5.35089,0.019230,0.016023,0.000130,0.000131,14.7871,EU
ESNV,-18.713513,-40.377712,-0.004340,0.012156,0.000250,0.000237,8.2136,SA
ESOC,49.871765,8.623338,0.019368,0.015859,0.000232,0.000168,6.6201,EU
ESOX,79.770533,21.724028,0.015136,0.013609,0.000532,0.000604,4.9226,EU
ESP1,-33.841066,121.888147,0.034701,0.058993,0.000421,0.000461,3.2607,AU
ESPA,-33.874315,121.894328,0.034750,0.058583,0.000099,0.000112,18.1903,AU
ESPI,40.975981,-8.643378,0.015201,0.013723,0.000505,0.000472,3.9261,EU
ESPT,39.195947,-75.027004,-0.015221,0.004878,0.000297,0.000299,6.1027,NA
ESPU,37.862117,-1.598536,0.019050,0.015641,0.000358,0.000385,2.9924,EU
ESQU,-42.917112,-71.323401,-0.000953,0.010042,0.000287,0.000207,17.5934,SA
ESRS,34.073682,-106.91887,-0.012225,-0.006723,0.000390,0.000364,2.4367,NA
ESRW,33.68178,-117.066952,-0.035110,0.013610,0.000249,0.000202,12.5038,PA
ESSE,51.443504,7.033322,0.019609,0.016810,0.000422,0.000194,9.6838,EU
ESSO,55.928622,158.704945,0.000934,-0.007403,0.000902,0.000830,5.0897,OK
EST1,49.130329,-102.969782,-0.016775,-0.005702,0.000193,0.000238,6.7241,NA
EST3,49.147208,-102.966029,-0.016750,-0.006489,0.000312,0.000254,7.6441,NA
ESTE,42.651487,-2.024426,0.018867,0.016163,0.000126,0.000146,16.7036,EU
ESTI,13.099536,-86.362128,0.012106,0.012707,0.000916,0.000894,2.7953,NA
ESTM,52.110786,-77.19963,-0.017701,0.002458,0.001124,0.001193,21.2211,NA
ESTR,38.846605,-7.585396,0.017678,0.017222,0.000386,0.000333,5.6208,EU
ESVE,80.056651,16.244075,0.011022,0.015660,0.001117,0.001282,2.0041,EU
ETAD,9.019859,38.762824,0.023524,0.017239,0.000288,0.000264,5.8891,SO
ETAU,45.224297,-0.572804,0.018830,0.016527,0.000125,0.000150,19.1129,EU
ETCG,9.999483,-84.105897,0.012851,0.017982,0.000479,0.000525,15.8822,PM
ETDD,9.613072,41.858348,0.028082,0.014986,0.000528,0.000539,5.2594,SO
ETF1,38.118501,-76.988642,-0.014826,0.003973,0.000151,0.000166,13.7441,NA
ETJI,7.667858,36.817409,0.023576,0.017200,0.000734,0.000489,2.3518,SO
ETNA,40.503872,-79.950544,-0.015326,0.002516,0.000356,0.000357,2.8172,NA
ETOI,48.573231,7.752281,0.019278,0.015770,0.000163,0.000139,11.7618,EU
ETSI,37.352572,-5.938836,0.017765,0.017537,0.000472,0.000232,5.5278,EU
ETSJ,-32.885321,-68.821163,0.001933,0.013043,0.000463,0.000477,9.9932,SA
EUCH,44.834741,-123.870812,-0.007095,-0.003772,0.000489,0.000385,5.3936,NA
EUNG,-21.131028,148.493884,0.028062,0.055479,0.000295,0.000209,14.9377,AU
EUR2,79.988946,-85.937602,-0.023132,-0.001839,0.000222,0.000206,20.8706,NA
EURA,-36.753174,145.572849,0.019163,0.056547,0.000165,0.000190,10.0917,AU
EURC,79.9901,-85.9025,-0.024570,-0.001200,0.000333,0.000374,17.9795,NA
EURK,79.988536,-85.939925,-0.023315,-0.001385,0.001017,0.001052,2.5435,NA
EURO,51.911917,4.43056,0.017124,0.016439,0.000603,0.000471,1.7632,EU
EUSK,50.674133,6.763536,0.018509,0.016390,0.000101,0.000101,28.3696,EU
EUSM,5.145569,100.494096,0.022118,-0.005353,0.000425,0.000338,3.1704,SU
EVER,41.864551,-120.582707,-0.017101,-0.007557,0.000250,0.000249,7.1622,NA
EVOR,38.568098,-7.904352,0.018257,0.017001,0.000251,0.000224,5.6208,EU
EVPA,45.219493,33.164363,0.024095,0.012653,0.000156,0.000159,14.4504,EU
EVS3,38.040701,-78.478116,-0.013212,0.002294,0.000603,0.000579,3.4798,NA
EVS4,36.82385,-76.054047,-0.013902,0.004552,0.000325,0.000285,6.1410,NA
EVS7,37.440721,-77.598035,-0.014298,0.004100,0.000335,0.000349,5.0513,NA
EVS8,37.289961,-80.074954,-0.014663,0.002781,0.000213,0.000279,14.7269,NA
EW02,19.789876,94.04982,0.032392,0.024869,0.000689,0.000717,2.9979,IN
EW03,19.425821,93.522403,0.037542,0.028440,0.001300,0.001007,2.9979,IN
EW04,20.342756,94.517384,0.030726,0.019191,0.000446,0.000402,2.5434,IN
EW05,20.332604,95.028095,0.031593,0.016085,0.000909,0.000392,2.9979,IN
EW08,20.911337,97.546976,0.029374,-0.005218,0.000520,0.000464,2.9322,IN
EWAN,-19.390713,145.636309,0.029539,0.056352,0.000316,0.000285,3.3648,AU
EWLK,38.692701,-118.638082,-0.018539,-0.006260,0.000407,0.000596,19.6934,NA
EWPP,34.104199,-117.525587,-0.034082,0.012070,0.000116,0.000107,27.4360,PA
EWW1,42.089432,-80.078099,-0.014415,0.009122,0.001235,0.001175,10.6119,NA
EXAN,38.753989,20.618623,0.016406,0.003743,0.000719,0.000575,5.7878,EU
EXE1,43.361111,-81.492946,-0.016314,0.001931,0.000228,0.000204,8.8871,NA
EXET,50.72842,-3.475026,0.016959,0.016711,0.000471,0.000533,1.8973,EU
EXLC,43.171027,5.611775,0.021174,0.015956,0.000855,0.000818,2.8529,EU
EXMO,50.613447,-3.410049,0.016814,0.016445,0.000126,0.000131,21.2430,EU
EXMT,-21.960667,114.11338,0.039947,0.057423,0.000124,0.000119,13.9083,AU
EXSG,48.899573,2.064713,0.015280,0.023030,0.000582,0.000507,1.9411,EU
EXU0,23.564049,-75.873402,-0.009584,0.005030,0.000224,0.000236,8.0766,NA
EXXO,57.400897,-111.031715,-0.018839,-0.009743,0.000789,0.000697,1.7823,NA
EYAC,60.548705,-145.749861,-0.022566,0.009799,0.000236,0.000336,18.0781,PA
EYC2,60.548726,-145.750138,-0.024342,0.010105,0.000681,0.000974,3.1513,PA
EYGE,45.66273,2.452184,0.019461,0.016328,0.000125,0.000140,18.1410,EU
EYPA,38.426759,21.928398,0.011032,0.001876,0.000209,0.000207,20.5010,EU
EZEV,43.774435,7.497289,0.020477,0.015852,0.000121,0.000125,17.4812,EU
EZSA,29.435403,-98.517399,-0.009362,-0.002529,0.001591,0.000958,1.1608,NA
F562,16.043645,-61.66258,0.016174,0.007898,0.000680,0.000554,7.1403,SA
F8O2,16.041256,-61.662782,0.009000,0.004009,0.000650,0.000689,7.4387,SA
FAA1,-17.55531,-149.614307,-0.065933,0.034041,0.000170,0.000153,19.8275,PA
FAED,44.285347,11.88389,0.022668,0.018177,0.000396,0.000464,1.7631,EU
FAEZ,44.302767,11.861284,0.022027,0.018183,0.000208,0.000255,6.5133,EU
FAGA,45.846174,24.968661,0.022078,0.011607,0.000258,0.000208,7.5592,EU
FAGC,63.874679,-16.653296,0.012528,0.009139,0.000226,0.000291,7.4387,NA
FAGE,45.854567,22.177169,0.022129,0.013653,0.000221,0.000196,8.2354,EU
FAHR,47.606793,11.314964,0.020629,0.015846,0.000167,0.000181,8.7693,EU
FAI1,64.80963,-147.847341,-0.008402,-0.022008,0.000190,0.000233,18.3217,NA
FAIC,64.978144,-147.498517,-0.008028,-0.022561,0.000265,0.000320,11.9644,NA
FAIR,64.977998,-147.49924,-0.008104,-0.022236,0.000165,0.000215,32.6352,NA
FAIV,64.978144,-147.498517,-0.007939,-0.022247,0.000281,0.000329,8.6105,NA
FAJ1,40.149097,-7.921663,0.018233,0.017407,0.000136,0.000164,17.6345,EU
FAJP,43.20738,2.025848,0.019632,0.016309,0.000127,0.000139,12.3450,EU
FAL1,44.816508,-63.616759,-0.015061,0.008298,0.000175,0.000199,11.0609,NA
FAL2,41.938979,14.322384,0.024036,0.018098,0.000717,0.000534,2.7022,EU
FALE,-13.832213,-171.999528,-0.062813,0.034576,0.000390,0.000289,21.1225,PA
FALK,-51.693651,-57.874067,0.000208,0.012365,0.000117,0.000164,18.0643,SA
FALL,-85.306417,-143.631691,0.012032,-0.004706,0.000322,0.000253,9.5770,AN
FAND,43.147005,-120.580413,-0.014932,-0.007484,0.000396,0.000388,10.6119,NA
FAR1,37.016406,-7.937504,0.017418,0.017065,0.000304,0.000296,5.6208,EU
FAR2,38.860492,-77.332746,-0.013052,0.002154,0.000905,0.001152,1.5112,NA
FARB,37.697209,-123.000768,-0.039037,0.025386,0.000132,0.000115,29.9986,PA
FARD,51.623685,-98.735662,-0.017569,-0.005250,0.001002,0.000969,17.0486,NA
FARI,37.697264,-123.00073,-0.039833,0.021597,0.000555,0.000418,2.5353,PA
FARN,51.279936,-0.772692,0.017102,0.016970,0.000110,0.000129,17.7412,EU
FARO,18.344564,-103.508699,0.002331,0.007175,0.000945,0.000586,3.6085,NA
FARR,40.51295,-118.734092,-0.017852,-0.008414,0.000256,0.000492,15.2279,NA
FARW,47.636386,-117.654383,-0.013569,-0.009982,0.000302,0.000307,4.4873,NA
FAS2,41.045528,37.48475,0.025309,0.013852,0.000340,0.000365,14.9569,EU
