sta,lat,lon,ve,vn,sve,svn,dur_yr,ngl_plate
J715,31.842099,131.306309,0.022386,-0.017563,0.000270,0.000452,29.3908,PS
J716,31.399105,131.30587,0.029976,-0.019129,0.000280,0.000391,29.3908,PS
J717,32.197074,130.179655,0.023215,-0.015259,0.000223,0.000251,29.3854,ON
J718,31.908839,130.439658,0.025930,-0.019865,0.000244,0.000228,29.4045,ON
J719,31.624097,130.651892,0.024441,-0.023414,0.000317,0.000345,29.4264,ON
J720,31.591841,130.708541,0.028963,-0.025298,0.000352,0.000334,29.4182,ON
J721,31.552221,130.637356,0.028458,-0.024152,0.000256,0.000437,29.4264,ON
J722,31.496152,130.699404,0.029518,-0.025176,0.000253,0.000265,29.4264,ON
J723,30.784655,130.274984,0.028427,-0.020817,0.000350,0.000232,29.4264,ON
J724,30.753325,131.028598,0.030756,-0.022257,0.000283,0.000266,29.4073,PS
J725,30.461389,130.198248,0.029637,-0.020893,0.000271,0.000360,29.4018,PS
J726,30.398676,130.903233,0.031310,-0.023676,0.000289,0.000299,29.3908,PS
J727,30.395756,130.42438,0.028308,-0.021937,0.000255,0.000314,29.4264,PS
J728,30.236352,130.554548,0.029032,-0.022303,0.000306,0.000383,29.4045,PS
J729,29.615329,129.705745,0.026535,-0.023081,0.000520,0.000333,29.3580,PS
J730,28.487217,129.693574,0.026321,-0.026455,0.000239,0.000200,29.3908,PS
J731,28.37113,130.028957,0.029048,-0.022562,0.000286,0.000320,29.3854,PS
J732,28.29398,129.921672,0.027647,-0.024292,0.000222,0.000260,29.4018,PS
J733,28.137582,129.320445,0.027894,-0.030020,0.000334,0.000387,29.4045,PS
J734,27.816637,128.894474,0.029063,-0.031408,0.000536,0.000725,17.9575,PS
J735,27.401239,128.650725,0.031545,-0.033632,0.000234,0.000274,29.3908,PS
J736,26.944487,127.945055,0.032236,-0.036835,0.000211,0.000224,29.2156,PS
J737,26.859343,128.248363,0.032800,-0.036193,0.000214,0.000220,29.4182,PS
J738,26.708273,128.144032,0.033973,-0.036496,0.000248,0.000285,29.4045,PS
J739,26.582875,127.231631,0.032209,-0.038823,0.000262,0.000282,29.3279,PS
J740,26.48273,127.972391,0.034557,-0.037142,0.000381,0.000210,29.3908,PS
J741,26.446924,127.832733,0.033651,-0.038067,0.000170,0.000201,29.4264,PS
J742,26.372935,127.14365,0.033744,-0.040370,0.000170,0.000164,29.4237,PS
J743,26.347829,126.739148,0.033480,-0.040209,0.000219,0.000219,29.3279,PS
J744,26.178793,127.345253,0.034135,-0.039594,0.000189,0.000169,29.3470,PS
J746,25.95373,131.290667,-0.038818,0.023856,0.000123,0.000127,29.5031,PS
J747,24.827956,125.170981,0.033875,-0.045485,0.000179,0.000197,29.3908,PS
J748,24.641612,124.692441,0.033772,-0.049554,0.000216,0.000197,29.3991,PS
J749,24.536622,124.301289,0.034935,-0.053927,0.000248,0.000249,29.3963,PS
J750,24.338874,124.17265,0.038393,-0.056002,0.000410,0.000450,29.4237,PS
J751,24.061497,123.795849,0.041023,-0.062803,0.000331,0.000400,29.3908,PS
J752,36.539259,139.056735,0.001015,-0.007535,0.000915,0.000329,29.4264,PS
J753,36.003735,139.269335,0.004467,-0.005863,0.001268,0.000253,29.4264,PS
J754,35.884049,139.182198,0.005718,-0.005411,0.001092,0.000274,29.5031,PS
J755,35.800802,139.36597,0.002247,-0.004676,0.001028,0.000246,29.4264,PS
J756,35.288383,140.249161,0.004442,0.003054,0.001997,0.000596,21.6427,PS
J757,39.110471,141.20404,-0.007035,-0.002864,0.000837,0.000790,6.5517,PA
J758,35.616428,139.369902,0.000994,-0.003295,0.000973,0.000261,29.4264,PS
J759,35.160867,139.613844,-0.008165,0.008272,0.000536,0.000270,29.4264,PS
J760,34.882031,135.789849,0.013015,-0.010402,0.000415,0.000251,29.3908,EU
J761,34.621053,135.618822,0.010754,-0.008361,0.000447,0.000390,29.3908,EU
J762,34.864121,134.659665,0.019813,-0.008722,0.000329,0.000219,29.3717,EU
J763,34.698335,135.706029,0.010912,-0.008437,0.000479,0.000305,29.4264,EU
J764,34.574,135.819863,0.008811,-0.009133,0.000435,0.000343,29.3744,EU
J765,34.809568,134.175792,0.022128,-0.008512,0.000228,0.000179,29.3936,EU
J766,34.579147,133.757016,0.020671,-0.007136,0.000217,0.000187,29.4073,EU
J767,34.45044,133.288117,0.019494,-0.005975,0.000279,0.000230,29.4264,EU
J768,34.334875,132.82022,0.020516,-0.006534,0.000238,0.000295,29.3251,EU
J769,34.19118,132.219138,0.018607,-0.007327,0.000265,0.000252,29.3936,EU
J770,33.372181,129.954857,0.025642,-0.011597,0.000175,0.000196,29.4264,ON
J771,33.346487,130.444516,0.023343,-0.010954,0.000272,0.000274,29.3963,ON
J772,32.945586,129.989686,0.025274,-0.013540,0.000243,0.000185,29.4237,ON
J773,32.581674,130.430447,0.022335,-0.017113,0.000238,0.000205,29.3717,ON
J774,32.524533,130.085188,0.023828,-0.016544,0.000220,0.000200,29.3607,ON
J775,32.426273,130.323635,0.022631,-0.016060,0.000247,0.000241,29.3744,ON
J776,31.675101,130.469453,0.025725,-0.019671,0.000235,0.000239,29.4264,ON
J777,31.415891,130.135764,0.029048,-0.020314,0.000229,0.000235,29.4264,ON
J778,45.219767,141.598231,0.012601,-0.010733,0.000178,0.000158,28.4791,PA
J779,45.126774,142.351841,0.007794,-0.009348,0.000204,0.000206,28.4791,PA
J780,44.780171,142.717916,0.006524,-0.008670,0.000259,0.000226,28.4791,PA
J781,44.639926,141.793918,0.010091,-0.010814,0.000174,0.000177,28.4791,PA
J782,44.365127,142.26453,0.006138,-0.009746,0.000215,0.000201,28.4791,PA
J783,44.148753,141.664599,0.009258,-0.011415,0.000197,0.000195,28.4791,PA
J784,43.722779,144.506409,-0.011277,0.000020,0.000220,0.000244,28.4791,PA
J785,43.624328,141.370585,0.009214,-0.012766,0.000302,0.000222,28.4791,PA
J786,43.333582,142.947274,-0.004339,-0.006038,0.000834,0.000731,11.6468,PA
J787,43.431633,142.64306,-0.001777,-0.007883,0.000321,0.000304,28.4791,PA
J788,43.101691,143.901986,-0.012041,0.001685,0.000273,0.000247,28.4791,PA
J789,43.013651,142.870058,-0.005665,-0.005236,0.000473,0.000311,28.4791,PA
J790,42.933771,142.0846,-0.001203,-0.010589,0.000382,0.000279,28.4791,PA
J791,42.806508,143.494971,-0.010989,0.001111,0.000342,0.000310,28.4791,PA
J792,42.420545,141.08106,0.008270,-0.014474,0.000620,0.000693,28.4791,PA
J793,42.486411,143.151973,-0.011524,-0.004648,0.000946,0.000707,28.4791,PA
J794,41.934851,140.371237,0.010311,-0.014338,0.000959,0.000815,28.4791,PA
J795,39.849001,141.452619,0.033758,-0.030342,0.000570,0.000737,28.4791,PA
J796,39.126993,140.988494,0.043946,-0.024938,0.007430,0.003944,28.4791,PA
J797,37.984408,140.645638,-0.010335,-0.009651,0.000727,0.000766,28.4791,PA
J798,40.044964,140.822925,0.028749,-0.019056,0.004921,0.002625,28.4791,PA
J799,38.434337,140.094661,0.043872,-0.015694,0.006620,0.001158,28.4791,PA
J800,37.01845,140.841648,-0.012881,-0.009124,0.001114,0.001131,28.4271,PA
J801,37.036934,139.402245,0.010261,-0.008637,0.003009,0.000549,28.4216,PA
J802,36.778061,138.944826,0.008510,-0.007181,0.001956,0.000380,28.4791,PS
J803,38.288982,140.199916,-0.003178,-0.011975,0.000611,0.000924,28.4956,PA
J804,35.419269,139.521924,-0.002358,-0.000872,0.000824,0.000312,28.4791,PS
J805,37.828159,139.226037,0.003463,-0.008309,0.000455,0.000460,13.7193,PA
J806,37.776989,138.880455,0.036785,-0.011765,0.003853,0.000327,28.4791,PA
J807,37.498656,138.779553,0.012427,-0.010647,0.000913,0.000318,28.4791,PA
J808,36.5771,137.596091,0.010801,-0.011863,0.001233,0.000883,6.3244,OK
J809,35.673693,138.456823,0.010029,-0.006147,0.000584,0.000317,28.4791,PS
J810,37.589736,138.920292,0.031447,-0.011237,0.003551,0.000343,28.4791,PA
J811,35.575092,137.528783,0.009048,-0.005701,0.000598,0.000312,28.4791,OK
J812,35.359731,136.470307,0.014456,-0.008981,0.000458,0.000242,28.4791,OK
J813,35.114167,138.97387,-0.001686,-0.008310,0.000499,0.000376,28.2601,PS
J814,34.719474,138.876473,-0.009041,-0.002449,0.000459,0.000378,28.4271,PS
J815,35.117153,138.609976,-0.000139,-0.006342,0.000478,0.000313,28.4791,PS
J816,35.313591,138.186872,0.017602,-0.038205,0.000931,0.000883,5.4812,OK
J817,35.066974,138.209985,-0.000375,-0.014609,0.000557,0.000457,28.4271,OK
J818,35.044884,138.081684,0.005384,-0.007342,0.000468,0.000284,28.4791,OK
J819,34.902051,137.94681,0.005094,-0.005202,0.000391,0.000352,28.4791,PS
J820,34.849414,138.176746,0.003296,-0.005907,0.000473,0.000336,28.4791,PS
J821,34.752042,137.680777,0.001915,-0.004596,0.000486,0.000293,28.4791,PS
J822,35.300837,136.788826,0.011602,-0.008649,0.000434,0.000258,28.4791,OK
J823,35.283343,134.588211,0.025040,-0.005259,0.000307,0.000303,28.4791,EU
J824,34.179952,136.09699,0.002604,-0.007202,0.000502,0.000350,28.4791,PS
J825,33.969482,135.735181,0.003911,-0.005874,0.000347,0.000294,28.4791,PS
J826,33.637171,135.70879,-0.002289,-0.003959,0.000371,0.000283,28.4791,PS
J827,34.217798,134.393431,0.015426,-0.005246,0.000256,0.000193,28.4791,EU
J828,33.367968,132.046095,0.004772,-0.003099,0.000292,0.000217,28.4791,ON
J829,33.384373,132.475347,0.004778,-0.001848,0.000321,0.000218,28.4791,ON
J830,33.704285,133.362642,0.006353,0.000135,0.000379,0.000263,28.3559,EU
J831,33.097353,130.464993,0.024250,-0.011655,0.000212,0.000252,28.4791,ON
J832,32.839611,129.720714,0.026624,-0.013901,0.000238,0.000197,28.4791,ON
J833,33.127843,131.206799,0.010473,-0.013378,0.000373,0.000341,28.4737,ON
J834,32.098434,130.360662,0.022781,-0.019578,0.000207,0.000216,28.4791,ON
J835,31.906164,130.238977,0.026545,-0.020102,0.000217,0.000206,28.4791,ON
J836,31.79602,130.408002,0.026248,-0.020705,0.000232,0.000231,28.4791,ON
J838,34.690255,138.762791,-0.009447,-0.003591,0.000460,0.000362,26.4203,PS
J839,34.973313,138.784123,-0.005910,-0.013431,0.000682,0.000665,5.4976,PS
J840,34.836166,138.331219,0.000554,-0.005146,0.000362,0.000262,26.4203,PS
J841,34.949757,139.069905,-0.001726,-0.006406,0.000746,0.000754,24.0411,PS
J842,34.954347,138.249901,0.003999,-0.005591,0.000452,0.000326,25.4949,OK
J843,35.174887,134.049547,0.023521,-0.009629,0.000325,0.000235,25.4730,EU
J844,40.8344,140.810546,0.021736,-0.029504,0.000660,0.000573,25.0377,PA
J845,37.361821,140.324419,0.027172,-0.007585,0.001292,0.000640,24.4381,PA
J846,33.818357,133.461803,0.009479,-0.001170,0.000307,0.000292,24.4381,EU
J847,35.160451,137.868764,0.008268,-0.006445,0.000384,0.000291,22.1410,OK
J848,45.514113,141.955251,0.010626,-0.009480,0.000241,0.000198,23.4880,PA
J849,45.230105,141.881787,0.010033,-0.009998,0.000194,0.000191,23.4880,PA
J850,44.990504,142.292259,0.007667,-0.009036,0.000244,0.000206,23.4880,PA
J851,44.916065,142.021782,0.008759,-0.009536,0.000223,0.000205,23.4880,PA
J852,44.743241,142.038716,0.009090,-0.009816,0.000304,0.000221,22.1410,PA
J853,44.546499,142.571168,0.005428,-0.008532,0.000288,0.000242,23.4880,PA
J854,44.332294,142.935844,0.003365,-0.007393,0.000288,0.000252,22.1410,PA
J855,44.317663,141.872172,0.009241,-0.011461,0.000192,0.000207,22.1410,PA
J856,44.260854,143.364587,0.000691,-0.005594,0.000226,0.000229,22.1410,PA
J857,44.165474,142.4009,0.005169,-0.010532,0.000270,0.000289,23.4880,PA
J858,44.114448,142.601248,0.003444,-0.008749,0.000244,0.000227,23.4880,PA
J859,44.065033,144.993504,-0.009910,0.001096,0.000291,0.000213,22.1410,PA
J860,44.052105,141.860751,0.007809,-0.011268,0.000245,0.000233,23.4880,PA
J861,43.909926,143.534157,-0.003308,-0.004068,0.000241,0.000227,22.1410,PA
J862,43.88929,142.236542,0.004041,-0.010438,0.000270,0.000252,23.4880,PA
J863,43.878721,143.176695,-0.000685,-0.004866,0.000334,0.000283,22.1410,PA
J864,43.794028,145.056861,-0.013158,0.001191,0.000244,0.000228,23.4880,PA
J865,43.725657,142.132311,0.004471,-0.011095,0.000209,0.000214,23.4880,PA
J866,43.710323,143.381084,-0.003611,-0.004354,0.000290,0.000303,22.1410,PA
J867,43.646906,142.794411,0.001366,-0.007920,0.000348,0.000291,22.1410,PA
J868,43.644561,143.991733,-0.008888,-0.001165,0.000246,0.000375,23.4880,PA
J869,43.555995,145.220366,-0.017925,0.003846,0.000263,0.000230,23.4880,PA
J870,43.545928,144.719043,-0.014485,0.000859,0.000258,0.000270,22.1410,PA
J871,43.521576,142.187613,0.003096,-0.010526,0.000238,0.000236,23.4880,PA
J872,43.504215,141.616769,0.008133,-0.013270,0.000272,0.000227,22.1410,PA
J873,43.473581,143.753855,-0.009472,-0.000809,0.000363,0.000230,23.4880,PA
J874,43.366471,143.187049,-0.005863,-0.003297,0.000392,0.000345,23.4880,PA
J875,43.320703,140.378278,0.013468,-0.014339,0.000217,0.000245,23.4880,PA
J876,43.240528,141.34596,0.009862,-0.014303,0.000290,0.000259,23.4880,PA
J877,43.220893,141.652028,0.005794,-0.013026,0.000209,0.000210,22.1410,PA
J878,43.21819,144.970727,-0.018727,0.006229,0.000256,0.000251,22.1410,PA
J879,43.17133,143.027762,-0.005780,-0.005086,0.000268,0.000215,22.1410,PA
J880,43.165047,142.567034,-0.003474,-0.008154,0.000265,0.000242,22.1410,PA
J881,43.149392,144.496497,-0.015045,0.005923,0.000348,0.000403,13.2211,PA
J882,43.140394,141.203294,0.009825,-0.013375,0.000249,0.000286,23.4880,PA
J883,43.123896,143.597702,-0.010249,-0.000410,0.000350,0.000249,22.1410,PA
J884,43.082594,140.81112,0.011728,-0.013500,0.000281,0.000295,23.4880,PA
J885,42.890633,142.532257,-0.004568,-0.007979,0.000356,0.000320,22.1410,PA
J886,42.800343,143.655538,-0.011160,0.001168,0.000503,0.000344,22.1410,PA
J887,42.80334,142.953686,-0.007135,-0.003972,0.000441,0.000360,22.1410,PA
J888,42.685334,140.011779,0.013147,-0.015961,0.000369,0.000423,22.1410,PA
J889,42.673963,143.312795,-0.011925,-0.001137,0.000354,0.000332,22.1410,PA
J890,42.554261,142.395924,-0.004209,-0.009796,0.000394,0.000299,22.1410,PA
J891,42.277234,142.767946,-0.004796,-0.009327,0.001496,0.000849,23.4880,PA
J892,41.740588,140.929336,0.011397,-0.019457,0.000468,0.000545,22.1410,PA
J893,41.711321,140.53503,0.017190,-0.021923,0.000689,0.000641,22.1410,PA
J894,41.466156,141.094471,0.014491,-0.020370,0.000672,0.000653,22.1410,PA
J895,41.199658,140.983819,0.015545,-0.024310,0.000655,0.000475,22.1410,PA
J896,41.160929,141.385698,0.008675,-0.019658,0.001502,0.000941,22.1410,PA
J897,41.121718,140.293535,0.017490,-0.023398,0.001534,0.000696,22.1410,PA
J898,40.730628,140.011003,0.024380,-0.021358,0.002985,0.002124,22.1410,PA
J899,40.579981,141.106023,0.003427,-0.009992,0.003747,0.003660,22.1410,PA
J900,40.576315,140.296714,0.002390,-0.007261,0.000906,0.000879,5.0404,PA
J901,40.50875,141.332005,0.017387,-0.028997,0.001055,0.001539,22.1410,PA
J902,40.447622,140.941604,0.022140,-0.032694,0.001898,0.000803,22.1410,PA
J903,40.271031,141.484879,0.012446,-0.027094,0.005476,0.001274,22.1410,PA
J904,40.106733,141.046475,0.031321,-0.035760,0.000868,0.000739,22.1410,PA
J906,39.738959,141.970224,-0.007855,-0.008791,0.001134,0.001679,7.9918,PA
J907,39.639352,141.426163,0.044295,-0.031654,0.001011,0.001023,22.1410,PA
J908,39.554441,140.83635,0.049329,-0.037434,0.002650,0.000982,22.1410,PA
J909,39.464675,141.29304,0.047875,-0.034729,0.001446,0.001156,22.1410,PA
J910,39.235355,141.31172,0.050443,-0.030847,0.001363,0.000790,22.1410,PA
J911,39.012088,141.400907,0.077808,-0.034203,0.001711,0.001520,22.1410,PA
J912,38.995447,141.14857,0.053884,-0.031528,0.005886,0.001789,22.1410,PA
J913,38.934014,140.833229,0.050836,-0.031633,0.005836,0.001607,22.1410,PA
J914,38.743202,141.317922,0.075066,-0.030709,0.001459,0.001490,22.1410,PA
J915,38.68612,141.004384,0.049338,-0.026437,0.006617,0.001820,22.1410,PA
J916,38.660614,141.160775,0.049790,-0.025508,0.006756,0.002184,22.1410,PA
J917,38.5718,140.727765,0.049252,-0.023382,0.005883,0.001331,22.1410,PA
J918,38.509825,141.304463,0.044750,-0.024050,0.001861,0.000683,22.1410,PA
J919,38.177119,140.943689,-0.006444,-0.011214,0.000928,0.001482,9.9959,PA
J920,37.824593,140.727708,0.034204,-0.015379,0.001358,0.000560,22.1410,PA
J921,40.33939,140.027576,0.032973,-0.027447,0.006355,0.003525,20.3723,PA
J922,40.183308,140.408167,0.030757,-0.024068,0.006132,0.003836,22.1410,PA
J923,40.099692,140.005511,0.049327,-0.031465,0.001390,0.000777,22.1410,PA
J924,39.92138,140.535878,0.043834,-0.031828,0.002815,0.001275,22.1410,PA
J925,39.527556,140.053949,0.065302,-0.031450,0.002120,0.000981,22.1410,PA
J926,39.508126,140.596116,0.068896,-0.037806,0.002125,0.001079,22.1410,PA
J927,39.296744,140.278926,0.005770,-0.010399,0.000794,0.000742,9.1691,PA
J928,39.146188,140.715086,0.069519,-0.038209,0.002576,0.001155,22.1410,PA
J929,39.054369,140.447366,0.072326,-0.033455,0.003403,0.001092,22.1301,PA
J930,38.938094,140.183504,0.071356,-0.031317,0.002843,0.001055,22.1410,PA
J931,38.752146,140.497298,0.073711,-0.025945,0.002312,0.000782,22.1410,PA
J932,38.701161,139.67455,0.067135,-0.023286,0.003112,0.000549,22.1410,PA
J933,38.628407,140.220539,0.072790,-0.025316,0.002815,0.000844,22.1410,PA
J934,38.170433,140.393918,0.059571,-0.020877,0.002444,0.000586,22.1410,PA
J935,37.920582,139.879433,0.060763,-0.015115,0.002594,0.000440,22.1410,PA
J936,37.833491,140.446832,0.042133,-0.011043,0.002911,0.000650,22.1410,PA
J937,37.669286,139.972689,0.046787,-0.007493,0.002661,0.000349,22.1410,PA
J938,37.591086,140.571685,0.030392,-0.011341,0.001070,0.000477,22.1410,PA
J939,37.461287,139.835546,0.045804,-0.009974,0.001686,0.000306,22.1383,PA
J940,37.444869,140.464063,0.026537,-0.008801,0.001031,0.000536,22.1410,PA
J941,37.326209,139.686366,0.043964,-0.009966,0.001603,0.000317,23.2854,PA
J942,37.293039,140.212772,0.028909,-0.006101,0.001080,0.000524,22.1410,PA
J943,37.210559,140.450999,0.020464,-0.009404,0.000860,0.000544,22.1410,PA
J944,37.183087,140.716028,0.016571,-0.013231,0.000793,0.000489,22.1410,PA
J945,37.023578,140.376294,0.012563,-0.009591,0.001868,0.000763,22.1410,PA
J946,36.932617,140.690176,0.008492,-0.011906,0.001864,0.000745,22.1410,PA
J947,36.475848,140.385708,0.014239,-0.017535,0.002037,0.000466,22.1410,PS
J948,37.124698,140.035431,0.030093,-0.007507,0.001662,0.000440,22.1410,PA
J949,36.872247,139.505329,0.035781,-0.007151,0.001105,0.000458,22.1410,PA
J950,36.537632,139.752803,0.025397,-0.009172,0.000647,0.000396,22.1410,PS
J951,36.456579,139.902521,0.022324,-0.011050,0.000565,0.000406,22.1410,PS
J952,36.837355,139.060865,0.034438,-0.006458,0.000954,0.000373,22.1410,PA
J953,36.608052,139.234271,0.000390,-0.007941,0.002021,0.002248,3.3867,PS
J954,36.591377,138.847901,0.027199,-0.005383,0.000669,0.000283,22.1410,PS
J955,36.395347,139.01672,0.022645,-0.005255,0.000601,0.000380,22.1410,PS
J956,36.267691,139.254649,0.018688,-0.006702,0.000512,0.000376,22.1410,PS
J957,36.200266,138.702991,0.018194,-0.004503,0.000451,0.000320,22.1410,PS
J958,35.929928,138.926059,0.012655,-0.004192,0.000528,0.000337,22.1410,PS
J959,35.143803,139.968472,-0.001468,0.003839,0.000855,0.000334,22.1410,PS
J960,35.391488,139.366068,0.004163,-0.001517,0.002731,0.000588,13.5332,PS
J961,37.54034,139.111465,0.050145,-0.010835,0.001247,0.000305,22.1410,PA
J962,37.212113,138.634612,0.044336,-0.008269,0.000964,0.000345,22.1410,PA
J963,37.157615,139.247123,0.046390,-0.013184,0.001421,0.000438,22.1410,PA
J964,37.107084,138.457371,0.042222,-0.008763,0.000734,0.000278,22.1410,PA
J965,36.778953,140.296507,0.016173,-0.012364,0.005147,0.001210,22.1410,PA
J966,36.919508,137.026439,0.039180,-0.010229,0.000438,0.000247,22.1410,OK
J967,36.864344,137.551333,0.039513,-0.010696,0.000450,0.000237,22.1410,OK
J968,36.75795,137.15448,0.036727,-0.008960,0.000366,0.000243,22.1383,OK
J969,36.59209,136.806408,0.034463,-0.008870,0.000441,0.000256,22.1410,OK
J970,36.4728,137.239229,0.031968,-0.008455,0.000685,0.000479,22.1410,OK
J971,37.432258,137.033948,0.044443,-0.012949,0.000766,0.000319,20.5804,OK
J972,37.226436,136.908779,0.041083,-0.010909,0.000521,0.000210,22.1410,OK
J973,36.537266,136.540679,0.034957,-0.010661,0.000434,0.000210,22.1410,OK
J974,36.229563,136.361647,0.020370,-0.009963,0.001284,0.000406,12.1533,OK
J975,36.109733,136.048951,0.028869,-0.009296,0.000536,0.000218,22.1410,OK
J976,35.901414,136.657743,0.021520,-0.008866,0.000581,0.000385,22.1410,OK
J977,35.888217,136.339582,0.024280,-0.008659,0.000368,0.000211,22.1410,OK
J978,35.486572,135.755647,0.022801,-0.009811,0.000406,0.000220,22.1410,EU
J979,35.904933,138.44422,0.012804,-0.005045,0.000489,0.000305,22.1410,PS
J980,35.753871,138.949989,-0.000765,-0.005920,0.000772,0.000739,10.1273,PS
J981,35.467692,138.606872,0.009240,-0.007026,0.000376,0.000292,22.1410,PS
J982,36.856687,138.624261,0.034170,-0.003563,0.001006,0.000477,22.1410,PA
J983,36.706647,138.096735,0.035889,-0.008066,0.000987,0.000540,22.1410,PS
J984,36.523604,138.120953,0.024072,-0.004822,0.000360,0.000246,22.1410,PS
J985,36.260988,138.36605,0.020526,-0.003274,0.000394,0.000293,22.1410,PS
J986,35.944601,137.78544,0.014964,-0.006346,0.000504,0.000265,22.1410,OK
J987,35.878418,138.095711,0.013237,-0.005987,0.000490,0.000259,22.1410,OK
J988,35.815553,137.450883,0.016380,-0.006723,0.000468,0.000344,22.1410,OK
J989,35.661228,137.62016,0.012043,-0.004772,0.000586,0.000280,22.1410,OK
J990,36.140263,137.080532,0.022101,-0.007417,0.000415,0.000294,22.1410,OK
J991,35.723488,136.784623,0.017412,-0.008079,0.000407,0.000271,22.1410,OK
J992,35.523129,137.309096,0.012783,-0.006440,0.000324,0.000211,22.1410,OK
J993,35.480059,136.545294,0.016680,-0.009203,0.000362,0.000246,22.1410,OK
J994,35.300551,137.252319,0.011168,-0.005779,0.000376,0.000246,22.1410,OK
J995,35.100023,137.575334,0.007991,-0.005404,0.000507,0.000309,22.1410,OK
J996,34.917341,137.15239,0.006842,-0.004256,0.000470,0.000267,15.4853,OK
